index,company_name,Project name,Country,Year,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,ISO Code,Start Date,End Date
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4165, DATED 22.12.2006",Ukraine,2018,4165,Ukrgasvydobuvannya JSC,Condensate,Production,30,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4192, DATED 20.07.2012",Ukraine,2018,4192,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,2980000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4290, DATED 17.07.2007",Ukraine,2018,4290,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,251420000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4290, DATED 17.07.2007",Ukraine,2018,4290,Ukrgasvydobuvannya JSC,Crude Oil,Production,2010,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4290, DATED 17.07.2007",Ukraine,2018,4290,Ukrgasvydobuvannya JSC,Condensate,Production,9390,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4620, DATED 17.12.2014",Ukraine,2018,4620,Ukrgasvydobuvannya JSC,Natural gas (2711),Exploration,40000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4621, DATED 17.12.2014",Ukraine,2018,4621,Ukrgasvydobuvannya JSC,Natural gas (2711),Exploration,,n/a,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4804, DATED 12.12.2016",Ukraine,2018,4804,Ukrgasvydobuvannya JSC,Natural gas (2711),Exploration,50000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4805, DATED 05.12.2008",Ukraine,2018,4805,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,4150000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4811, DATED 14.12.2016",Ukraine,2018,4811,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,39520000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4811, DATED 14.12.2016",Ukraine,2018,4811,Ukrgasvydobuvannya JSC,Condensate,Production,580,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4924, DATED 01.10.2018",Ukraine,2018,4924,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,210000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4946, DATED 14.12.2018",Ukraine,2018,4946,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,70330000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4946, DATED 14.12.2018",Ukraine,2018,4946,Ukrgasvydobuvannya JSC,Condensate,Production,3810,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5009, DATED 03.09.2009",Ukraine,2018,5009,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,83410000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5009, DATED 03.09.2009",Ukraine,2018,5009,Ukrgasvydobuvannya JSC,Condensate,Production,1820,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5010, DATED 03.09.2009",Ukraine,2018,5010,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,34620000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5010, DATED 03.09.2009",Ukraine,2018,5010,Ukrgasvydobuvannya JSC,Crude Oil,Production,70,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5010, DATED 03.09.2009",Ukraine,2018,5010,Ukrgasvydobuvannya JSC,Condensate,Production,3140,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5011, DATED 03.09.2009",Ukraine,2018,5011,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,169980000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5011, DATED 03.09.2009",Ukraine,2018,5011,Ukrgasvydobuvannya JSC,Crude Oil,Production,130,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5011, DATED 03.09.2009",Ukraine,2018,5011,Ukrgasvydobuvannya JSC,Condensate,Production,2380,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5012, DATED 03.09.2009",Ukraine,2018,5012,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,22620000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5177, DATED 01.07.2010",Ukraine,2018,5177,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,4430000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5178, DATED 01.07.2010",Ukraine,2018,5178,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,22300000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5178, DATED 01.07.2010",Ukraine,2018,5178,Ukrgasvydobuvannya JSC,Condensate,Production,50,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5253, DATED 21.12.2010",Ukraine,2018,5253,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,2170000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5253, DATED 21.12.2010",Ukraine,2018,5253,Ukrgasvydobuvannya JSC,Condensate,Production,20,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5404, DATED 31.10.2011",Ukraine,2018,5404,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,54040000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5404, DATED 31.10.2011",Ukraine,2018,5404,Ukrgasvydobuvannya JSC,Condensate,Production,1620,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5405, DATED 31.10.2011",Ukraine,2018,5405,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,103730000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5405, DATED 31.10.2011",Ukraine,2018,5405,Ukrgasvydobuvannya JSC,Condensate,Production,2040,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5408, DATED 31.10.2011",Ukraine,2018,5408,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,590000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5409, DATED 31.10.2011",Ukraine,2018,5409,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,20000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5409, DATED 31.10.2011",Ukraine,2018,5409,Ukrgasvydobuvannya JSC,Crude Oil,Production,160,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5410, DATED 31.10.2011",Ukraine,2018,5410,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,47540000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5410, DATED 31.10.2011",Ukraine,2018,5410,Ukrgasvydobuvannya JSC,Condensate,Production,400,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5411, DATED 31.10.2011",Ukraine,2018,5411,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,237410000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5411, DATED 31.10.2011",Ukraine,2018,5411,Ukrgasvydobuvannya JSC,Condensate,Production,2710,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5412, DATED 31.10.2011",Ukraine,2018,5412,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,6980000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5412, DATED 31.10.2011",Ukraine,2018,5412,Ukrgasvydobuvannya JSC,Condensate,Production,30,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5413, DATED 31.10.2011",Ukraine,2018,5413,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,67170000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5413, DATED 31.10.2011",Ukraine,2018,5413,Ukrgasvydobuvannya JSC,Crude Oil,Production,120,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5413, DATED 31.10.2011",Ukraine,2018,5413,Ukrgasvydobuvannya JSC,Condensate,Production,4100,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5414, DATED 31.10.2011",Ukraine,2018,5414,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,34160000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5414, DATED 31.10.2011",Ukraine,2018,5414,Ukrgasvydobuvannya JSC,Condensate,Production,3860,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5541, DATED 03.05.2012",Ukraine,2018,5541,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,11860000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5542, DATED 03.05.2012",Ukraine,2018,5542,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,5280000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5544, DATED 07.05.2012",Ukraine,2018,5544,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,109620000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5544, DATED 07.05.2012",Ukraine,2018,5544,Ukrgasvydobuvannya JSC,Condensate,Production,4530,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5650, DATED 05.10.2012",Ukraine,2018,5650,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,485530000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5650, DATED 05.10.2012",Ukraine,2018,5650,Ukrgasvydobuvannya JSC,Condensate,Production,6190,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5652, DATED 05.10.2012",Ukraine,2018,5652,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,710000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5713, DATED 22.01.2013",Ukraine,2018,5713,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,182390000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5713, DATED 22.01.2013",Ukraine,2018,5713,Ukrgasvydobuvannya JSC,Condensate,Production,3220,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5902, DATED 30.01.2014",Ukraine,2018,5902,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,1340000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5903, DATED 30.01.2014",Ukraine,2018,5903,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,5240000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5913, DATED 27.02.2014",Ukraine,2018,5913,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,1100000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5913, DATED 27.02.2014",Ukraine,2018,5913,Ukrgasvydobuvannya JSC,Crude Oil,Production,40,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5913, DATED 27.02.2014",Ukraine,2018,5913,Ukrgasvydobuvannya JSC,Condensate,Production,40,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5914, DATED 27.02.2014",Ukraine,2018,5914,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,85090000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5914, DATED 27.02.2014",Ukraine,2018,5914,Ukrgasvydobuvannya JSC,Condensate,Production,110,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5967, DATED 31.07.2014",Ukraine,2018,5967,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,10000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5989, DATED 20.10.2014",Ukraine,2018,5989,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,19720000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6009, DATED 17.12.2014",Ukraine,2018,6009,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,830000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6009, DATED 17.12.2014",Ukraine,2018,6009,Ukrgasvydobuvannya JSC,Crude Oil,Production,900,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6009, DATED 17.12.2014",Ukraine,2018,6009,Ukrgasvydobuvannya JSC,Bitumen and asphalt (2714),Production,1670,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6097, DATED 11.02.2016",Ukraine,2018,6097,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,369670000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6097, DATED 11.02.2016",Ukraine,2018,6097,Ukrgasvydobuvannya JSC,Condensate,Production,4690,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6106, DATED 16.03.2016",Ukraine,2018,6106,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,390000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6106, DATED 16.03.2016",Ukraine,2018,6106,Ukrgasvydobuvannya JSC,Condensate,Production,30,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6133, DATED 08.07.2016",Ukraine,2018,6133,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,8700000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6217, DATED 01.09.2017",Ukraine,2018,6217,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,6660000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6218, DATED 01.09.2017",Ukraine,2018,6218,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,6480000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6230, DATED 18.10.2017",Ukraine,2018,6230,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,760000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6285, DATED 02.10.2018",Ukraine,2018,6285,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,8770000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6285, DATED 02.10.2018",Ukraine,2018,6285,Ukrgasvydobuvannya JSC,Condensate,Production,100,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6289, DATED 18.10.2018",Ukraine,2018,6289,Ukrgasvydobuvannya JSC,Natural gas (2711),Production,60000,Sm3,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6289, DATED 18.10.2018",Ukraine,2018,6289,Ukrgasvydobuvannya JSC,Crude Oil,Production,780,Tonnes,,n/a,UKR,2018-01-01,2018-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1772, DATED 05.03.1999",Ukraine,2019,1772,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,12140000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1772, DATED 05.03.1999",Ukraine,2019,1772,Ukrgazvydobuvannya JSC,Condensate,Production,220,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1774, DATED 16.03.1999",Ukraine,2019,1774,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,1510000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1775, DATED 16.03.1999",Ukraine,2019,1775,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,13830000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1776, DATED 16.03.1999",Ukraine,2019,1776,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,80000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1777, DATED 16.03.1999",Ukraine,2019,1777,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,5460000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1777, DATED 16.03.1999",Ukraine,2019,1777,Ukrgazvydobuvannya JSC,Condensate,Production,10,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1778, DATED 16.03.1999",Ukraine,2019,1778,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,300000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1779, DATED 16.03.1999",Ukraine,2019,1779,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,1640000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1780, DATED 16.03.1999",Ukraine,2019,1780,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,1530000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1786, DATED 16.03.1999",Ukraine,2019,1786,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,33160000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1787, DATED 16.03.1999",Ukraine,2019,1787,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,2410000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1787, DATED 16.03.1999",Ukraine,2019,1787,Ukrgazvydobuvannya JSC,Condensate,Production,20,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1791, DATED 24.03.1999",Ukraine,2019,1791,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,730000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1793, DATED 24.03.1999",Ukraine,2019,1793,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,26870000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1796, DATED 24.03.1999",Ukraine,2019,1796,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,7240000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1803, DATED 25.03.1999",Ukraine,2019,1803,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,73870000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1803, DATED 25.03.1999",Ukraine,2019,1803,Ukrgazvydobuvannya JSC,Crude Oil,Production,2640,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1803, DATED 25.03.1999",Ukraine,2019,1803,Ukrgazvydobuvannya JSC,Condensate,Production,3150,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1804, DATED 25.03.1999",Ukraine,2019,1804,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,4200000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1805, DATED 25.03.1999",Ukraine,2019,1805,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,121220000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1805, DATED 25.03.1999",Ukraine,2019,1805,Ukrgazvydobuvannya JSC,Condensate,Production,2440,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1806, DATED 25.03.1999",Ukraine,2019,1806,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,65260000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1807, DATED 25.03.1999",Ukraine,2019,1807,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,190000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1809, DATED 25.03.1999",Ukraine,2019,1809,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,60440000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1810, DATED 25.03.1999",Ukraine,2019,1810,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,7460000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1811, DATED 25.03.1999",Ukraine,2019,1811,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,7140000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1812, DATED 25.03.1999",Ukraine,2019,1812,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,80190000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1813, DATED 25.03.1999",Ukraine,2019,1813,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,6970000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1814, DATED 25.03.1999",Ukraine,2019,1814,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,9260000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1815, DATED 25.03.1999",Ukraine,2019,1815,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,520000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1817, DATED 25.03.1999",Ukraine,2019,1817,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,182380000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1817, DATED 25.03.1999",Ukraine,2019,1817,Ukrgazvydobuvannya JSC,Condensate,Production,2290,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1827, DATED 05.04.1999",Ukraine,2019,1827,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,15090000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1935, DATED 14.07.1999",Ukraine,2019,1935,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,249110000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1935, DATED 14.07.1999",Ukraine,2019,1935,Ukrgazvydobuvannya JSC,Condensate,Production,400,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1936, DATED 14.07.1999",Ukraine,2019,1936,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,1124370000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1936, DATED 14.07.1999",Ukraine,2019,1936,Ukrgazvydobuvannya JSC,Crude Oil,Production,14670,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1936, DATED 14.07.1999",Ukraine,2019,1936,Ukrgazvydobuvannya JSC,Condensate,Production,64630,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1979, DATED 10.09.1999",Ukraine,2019,1979,Ukrgazvydobuvannya JSC,Natural gas (2711),Production,210960000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1979, DATED 10.09.1999",Ukraine,2019,1979,Ukrgazvydobuvannya JSC,Crude Oil,Production,40,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1979, DATED 10.09.1999",Ukraine,2019,1979,Ukrgazvydobuvannya JSC,Condensate,Production,8000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
