index,company_name,composite_key,company_type,company_id,company_sector,company_commodities,company_public_listing_or_website,company_audited_financial statement_or_equivalent,Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
1529_part3,OXLEY LIMITED,OXLEY LIMITED-Tanzania-2018,Private,122434656,Mining,Gold,n/a,n/a,297255174,Tanzania,TZA,2018,2017-07-01,2018-06-30
1530_part3,NITRO EXPLOSIVES (T) LTD.,NITRO EXPLOSIVES (T) LTD.-Tanzania-2018,Private,102027329,Other,,n/a,n/a,665137431,Tanzania,TZA,2018,2017-07-01,2018-06-30
1531_part3,MBOGO MINING AND GENERAL SUPPLY LIMITED,MBOGO MINING AND GENERAL SUPPLY LIMITED-Tanzania-2018,Private,119505887,Mining,Gold,n/a,n/a,556657038,Tanzania,TZA,2018,2017-07-01,2018-06-30
1532_part3,SEA SALT LIMITED,SEA SALT LIMITED-Tanzania-2018,Private,100233118,Mining,Salt,n/a,n/a,401425793,Tanzania,TZA,2018,2017-07-01,2018-06-30
1533_part3,KATAVI MINING COMPANY LIMITED,KATAVI MINING COMPANY LIMITED-Tanzania-2018,Private,109629227,Mining,Gold,n/a,n/a,343529720,Tanzania,TZA,2018,2017-07-01,2018-06-30
1534_part3,STAMIGOLD COMPANY LIMITED,STAMIGOLD COMPANY LIMITED-Tanzania-2018,State-owned enterprises & public corporations,122545105,Mining,Gold;Silver,https://www.stamigold.co.tz/,n/a,391249193,Tanzania,TZA,2018,2017-07-01,2018-06-30
1535_part3,MURRAY & ROBERTS CEMENTATION (TANZANIA) LTD.,MURRAY & ROBERTS CEMENTATION (TANZANIA) LTD.-Tanzania-2018,Private,103757290,Mining,Gold,n/a,n/a,41723903,Tanzania,TZA,2018,2017-07-01,2018-06-30
1536_part3,WEIR MINERALS EAST AFRICA LIMITED,WEIR MINERALS EAST AFRICA LIMITED-Tanzania-2018,Private,112176187,Mining,Gold,n/a,n/a,106821857,Tanzania,TZA,2018,2017-07-01,2018-06-30
1537_part3,TANSINO QUARRIES LTD.,TANSINO QUARRIES LTD.-Tanzania-2018,Private,104907946,Mining,Sandstone,n/a,n/a,310648892,Tanzania,TZA,2018,2017-07-01,2018-06-30
1538_part3,CHINA INTERNATIONAL MINERAL RESOURCES TANZANIA LIMITED,CHINA INTERNATIONAL MINERAL RESOURCES TANZANIA LIMITED-Tanzania-2018,Private,115007114,Mining,,n/a,n/a,656955869,Tanzania,TZA,2018,2017-07-01,2018-06-30
1539_part3,TANZANIA PORTLAND CEMENT PUBLIC LIMITED COMPANY,TANZANIA PORTLAND CEMENT PUBLIC LIMITED COMPANY-Tanzania-2018,Private,n/a,Mining,Limeston; Sandstone,n/a,n/a,2.475076017402E10,Tanzania,TZA,2018,2017-07-01,2018-06-30
1540_part3,BEARING MAN GROUP TANZANIA LIMITED,BEARING MAN GROUP TANZANIA LIMITED-Tanzania-2018,Private,123219031,Mining,Gold,n/a,n/a,183591310,Tanzania,TZA,2018,2017-07-01,2018-06-30
1541_part3,STATE MINING CORPORATION (STAMICO),STATE MINING CORPORATION (STAMICO)-Tanzania-2018,State-owned enterprises & public corporations,n/a,Mining,Gold,http://www.stamico.co.tz/,n/a,1357092,Tanzania,TZA,2018,2017-07-01,2018-06-30
1542_part3,AFRICA GREAT WALL MINING DEVELOPMENT COMPANY,AFRICA GREAT WALL MINING DEVELOPMENT COMPANY-Mozambique-2019,Private,400182426,Mining,Zircon;Ilménite,n/a,n/a,8.430643546E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1543_part3,CIMENTO NACIONAL LDA,CIMENTO NACIONAL LDA-Mozambique-2019,Private,400275319,Mining,Chalk,n/a,n/a,1.476558773E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1544_part3,CIMENTOS DE MOÇAMBIQUE,CIMENTOS DE MOÇAMBIQUE-Mozambique-2019,Private,400002762,Mining,Chalk,n/a,n/a,1.5647689892E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1545_part3,CIMENTOS DE NACALA (CINAC) SA,CIMENTOS DE NACALA (CINAC) SA-Mozambique-2019,Private,400207763,Mining,Chalk,n/a,n/a,2.746454263E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1546_part3,COMPANHIA MOÇAMBICANA DE GASODUTO SA (CMG),COMPANHIA MOÇAMBICANA DE GASODUTO SA (CMG)-Mozambique-2019,State-owned enterprises & public corporations,400102971,Gas,Gas,n/a,n/a,2.8359910809E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1547_part3,COMPANHIA MOÇAMBICANA DE HIDROCARBONETOS (CMH),COMPANHIA MOÇAMBICANA DE HIDROCARBONETOS (CMH)-Mozambique-2019,State-owned enterprises & public corporations,400102961,Oil & Gas,Gas,http://bvm.co.mz/index.php/pt/mercado/empresas-cotadas/199-cmh,n/a,1.72549261634E9,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1548_part3,EMPRESA MOÇAMBICANA DE EXPLORAÇÃO MINEIRA,EMPRESA MOÇAMBICANA DE EXPLORAÇÃO MINEIRA-Mozambique-2019,State-owned enterprises & public corporations,400267871,Mining,Minerals,n/a,n/a,1.103831095E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1549_part3,EMPRESA NACIONAL DE HIDROCARBONETOS EP (ENH),EMPRESA NACIONAL DE HIDROCARBONETOS EP (ENH)-Mozambique-2019,State-owned enterprises & public corporations,600000241,Oil & Gas,Gas,n/a,n/a,3.6621907688E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1550_part3,ENH-KOGAS S.A,ENH-KOGAS S.A-Mozambique-2019,State-owned enterprises & public corporations,400415242,Gas,Gas,n/a,n/a,4.556045851E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1551_part3,ENI MOZAMBICO S.P.A,ENI MOZAMBICO S.P.A-Mozambique-2019,Private,400497931,Gas,Gas,n/a,n/a,1.5248015581E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1552_part3,EXXONMOBIL,EXXONMOBIL-Mozambique-2019,Private,400804893,Gas,Gas,n/a,n/a,5.2889999249E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1553_part3,FÁBRICA DE XAROPES E REFRIGERANTES VUMBA,FÁBRICA DE XAROPES E REFRIGERANTES VUMBA-Mozambique-2019,Private,400054401,Mining,Water,n/a,n/a,3.826824687E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1554_part3,HAIYU MOZAMBIQUE MINING CO LDA,HAIYU MOZAMBIQUE MINING CO LDA-Mozambique-2019,Private,400267057,Mining,Zircon;Ilménite,n/a,n/a,2.567427957E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1555_part3,ICVL ZAMBEZE LDA,ICVL ZAMBEZE LDA-Mozambique-2019,Private,400191824,Mining,Coal,n/a,n/a,1.658490341E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1556_part3,JSPL MOZAMBIQUE MINERALS LDA,JSPL MOZAMBIQUE MINERALS LDA-Mozambique-2019,Private,400206791,Mining,Coal,n/a,n/a,8.937132483E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1557_part3,KENMARE MOMA MINING (MAURITIUS) LIMITED,KENMARE MOMA MINING (MAURITIUS) LIMITED-Mozambique-2019,Private,400090688,Mining,Zircon; Ilmenite; Rutilo,n/a,n/a,8.3463668397E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1558_part3,LIMAK CIMENTOS SA,LIMAK CIMENTOS SA-Mozambique-2019,Private,400581282,Mining,Water,n/a,n/a,1.650719726E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1559_part3,MATOLA GAS COMPANY SA,MATOLA GAS COMPANY SA-Mozambique-2019,Private,n/a,Gas,Gas,n/a,n/a,9.7856543794E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1560_part3,MINAS DE BENGA,MINAS DE BENGA-Mozambique-2019,Private,400148066,Mining,Coal,n/a,n/a,3.3787251794E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1561_part3,MINAS DE REVUBOÉ LDA,MINAS DE REVUBOÉ LDA-Mozambique-2019,Private,400185182,Mining,Coal,n/a,n/a,2.251772141E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1562_part3,MONTEPUEZ RUBI MINING (MRM),MONTEPUEZ RUBI MINING (MRM)-Mozambique-2019,Private,400323811,Mining,Ruby,n/a,n/a,,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1563_part3,MOZAMBIQUE HEAVY SANDS COMPANY VII,MOZAMBIQUE HEAVY SANDS COMPANY VII-Mozambique-2019,Private,400286787,Mining,Heavy sands,n/a,n/a,2.111224824E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1564_part3,MOZAMBIQUE ROVUMA VENTURE SPA,MOZAMBIQUE ROVUMA VENTURE SPA-Mozambique-2019,Private,400167265,Gas,Gas,n/a,n/a,1.71572769914E9,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1565_part3,REPUBLIC OF MOZAMBIQUE PIPELINE COMPANY (ROMPCO),REPUBLIC OF MOZAMBIQUE PIPELINE COMPANY (ROMPCO)-Mozambique-2019,Private,400962294,Gas,Gas,n/a,n/a,2.31047900786E9,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1566_part3,SASOL PETROLEUM TEMANE LDA,SASOL PETROLEUM TEMANE LDA-Mozambique-2019,Private,400077142,Gas,Gas,n/a,n/a,4.33406347886E9,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1567_part3,SOCIEDADE ÁGUAS DE MOÇAMBIQUE LDA,SOCIEDADE ÁGUAS DE MOÇAMBIQUE LDA-Mozambique-2019,Private,400072477,Mining,Water,n/a,n/a,2.617901763E7,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1568_part3,TOTAL E&P MOZAMBIQUE AREA 1 LDA,TOTAL E&P MOZAMBIQUE AREA 1 LDA-Mozambique-2019,Private,400162621,Gas,Gas,n/a,n/a,1.84143635778E9,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1569_part3,TWIGG EXPLORATION MINING,TWIGG EXPLORATION MINING-Mozambique-2019,Private,400167443,Mining,Graphite,n/a,n/a,3.2920065713E8,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1570_part3,VALE MOÇAMBIQUE SA,VALE MOÇAMBIQUE SA-Mozambique-2019,Private,400134081,Mining,Coal,n/a,n/a,2.43882754418E9,Mozambique,MOZ,2019,1/1/2019,12/31/2019
1571_part3,80000,80000-Myanmar-2018,Private,"2302,2011-2012",Mining,Gem; Jade,n/a,n/a,8.8062946044E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1572_part3,KAN THAR YAR GEMS CO.LTD.,KAN THAR YAR GEMS CO.LTD.-Myanmar-2018,Private,109595225,Mining,Gem; Jade,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1573_part3,1-1-1,1-1-1-Myanmar-2018,Private,121174545,Mining,Gem; Jade,n/a,n/a,2.50317507851E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1574_part3,24 HOUR MINING & INDUSTRY COMPANY LIMITED,24 HOUR MINING & INDUSTRY COMPANY LIMITED-Myanmar-2018,Private,103687241,Mining,Limestone; Gypsum,n/a,n/a,75485600,Myanmar,MMR,2018,4/1/2017,3/31/2018
1575_part3,A & A NATURAL RESOURCES DEVELOPMENT CO. LTD,A & A NATURAL RESOURCES DEVELOPMENT CO. LTD-Myanmar-2018,Private,104959474,Mining,Tin; Tungsten,n/a,n/a,518802,Myanmar,MMR,2018,4/1/2017,3/31/2018
1576_part3,A K N K,A K N K-Myanmar-2018,Private,n/a,Mining,Gem; Jade,n/a,n/a,43957340,Myanmar,MMR,2018,4/1/2017,3/31/2018
1577_part3,A-1 MINING COMPANY .LTD.,A-1 MINING COMPANY .LTD.-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1578_part3,AGGA YADANAR JADE GEMS & JEWELLERY CO. LTD,AGGA YADANAR JADE GEMS & JEWELLERY CO. LTD-Myanmar-2018,Private,117141772,Mining,Gem; Jade,n/a,n/a,1.78665081572E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1579_part3,A-LISTER SERVICES CO. LTD.,A-LISTER SERVICES CO. LTD.-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1580_part3,ALL RIGHT COMPANY,ALL RIGHT COMPANY-Myanmar-2018,Private,113781203,Mining,Gem; Jade,n/a,n/a,1.7984372086E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1581_part3,ANADAMAN TRANSPORTATION LIMITED(YANGON BRANCH)(ATL),ANADAMAN TRANSPORTATION LIMITED(YANGON BRANCH)(ATL)-Myanmar-2018,Private,13 FC,n/v,,n/a,n/a,61961096023,Myanmar,MMR,2018,4/1/2017,3/31/2018
1582_part3,ANNAWAR PEARL CO. LTD (MARINE PEARL COMPANY),ANNAWAR PEARL CO. LTD (MARINE PEARL COMPANY)-Myanmar-2018,Private,109604496,Mining,Pearl,n/a,n/a,84445906,Myanmar,MMR,2018,4/1/2017,3/31/2018
1583_part3,APEX GEO SERVICES CO.,APEX GEO SERVICES CO.-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1584_part3,AQUAGOLD MYANMAR CO. LTD,AQUAGOLD MYANMAR CO. LTD-Myanmar-2018,Private,110185464,Mining,Pearl,n/a,n/a,55159000,Myanmar,MMR,2018,4/1/2017,3/31/2018
1585_part3,ARS GEMS [ARS],ARS GEMS [ARS]-Myanmar-2018,Private,105949642,Mining,Gem; Jade,n/a,n/a,2.8126699181E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1586_part3,ASIA ORIENT INTERNATIONAL LTD. (CJS OC NOBEL OIL),ASIA ORIENT INTERNATIONAL LTD. (CJS OC NOBEL OIL)-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1587_part3,ASIA PETROLEUM INVESTMENT COMPANY (APIC),ASIA PETROLEUM INVESTMENT COMPANY (APIC)-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1588_part3,ASIA PHYO MINING COMPANY LIMITED,ASIA PHYO MINING COMPANY LIMITED-Myanmar-2018,Private,108410094,Mining,Limestone,n/a,n/a,18516803,Myanmar,MMR,2018,4/1/2017,3/31/2018
1589_part3,AUNG HEIN MINN,AUNG HEIN MINN-Myanmar-2018,Private,102150392,Mining,Gem; Jade,n/a,n/a,5.7203805256E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1590_part3,AUNG HLAING KYAWLWA,AUNG HLAING KYAWLWA-Myanmar-2018,Private,100251507,Mining,Gem; Jade,n/a,n/a,98338.22,Myanmar,MMR,2018,4/1/2017,3/31/2018
1591_part3,AUNG HTUN LINN SHEIN WIN MINING & REFINERY COMPANY LIMITED,AUNG HTUN LINN SHEIN WIN MINING & REFINERY COMPANY LIMITED-Myanmar-2018,Private,103580234,Mining,Gold,n/a,n/a,76479561,Myanmar,MMR,2018,4/1/2017,3/31/2018
1592_part3,AUNG MYIN THU GEMS & JEWELLERY CO. LTD,AUNG MYIN THU GEMS & JEWELLERY CO. LTD-Myanmar-2018,Private,108425016,Mining,Gem; Jade,n/a,n/a,4.0303985739E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1593_part3,AUNG SHWE KABAR,AUNG SHWE KABAR-Myanmar-2018,Private,114585149,Mining,Gem; Jade,n/a,n/a,2.813486944E7,Myanmar,MMR,2018,4/1/2017,3/31/2018
1594_part3,AUNG TU KA DANA,AUNG TU KA DANA-Myanmar-2018,Private,104728448,Mining,Gem; Jade,n/a,n/a,3920400,Myanmar,MMR,2018,4/1/2017,3/31/2018
1595_part3,AYAR JADE,AYAR JADE-Myanmar-2018,Private,108175893,Mining,Gem; Jade,n/a,n/a,7.01243339677E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1596_part3,AYEYAR YADANAR GEMS & JEWELLERY CO .LTD,AYEYAR YADANAR GEMS & JEWELLERY CO .LTD-Myanmar-2018,Private,102323033,Mining,Gem; Jade,n/a,n/a,4.33797131948E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1597_part3,BASHNEFT INTERNATIONAL B.V. (MYANMAR BRANCH),BASHNEFT INTERNATIONAL B.V. (MYANMAR BRANCH)-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1598_part3,BELPEARL MYANMAR CO. LTD,BELPEARL MYANMAR CO. LTD-Myanmar-2018,Private,105482817,Mining,Pearl,n/a,n/a,17612219,Myanmar,MMR,2018,4/1/2017,3/31/2018
1599_part3,BERLANGA MYANMAR PTE LTD. (MYANMAR BRANCH),BERLANGA MYANMAR PTE LTD. (MYANMAR BRANCH)-Myanmar-2018,Private,155075031,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1386474472,Myanmar,MMR,2018,4/1/2017,3/31/2018
1600_part3,BG EXPLORATION & PRODUCTION MYANMAR PTE. LTD. (MYANMAR BRANCH),BG EXPLORATION & PRODUCTION MYANMAR PTE. LTD. (MYANMAR BRANCH)-Myanmar-2018,Private,107276645,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1601_part3,BIRDS GEM,BIRDS GEM-Myanmar-2018,Private,108269669,Mining,Gem; Jade,n/a,n/a,910000,Myanmar,MMR,2018,4/1/2017,3/31/2018
1602_part3,BLUE DIAMOND CEMENT COMPANY LIMITED,BLUE DIAMOND CEMENT COMPANY LIMITED-Myanmar-2018,Private,111788340,Mining,Limestone,n/a,n/a,9.6597926746E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1603_part3,BRUNEI NATIONAL PETROLEUM COMPANY SDN BHD (PB MYANMAR),BRUNEI NATIONAL PETROLEUM COMPANY SDN BHD (PB MYANMAR)-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1604_part3,BUU GAR,BUU GAR-Myanmar-2018,Private,110499930,Mining,Gem; Jade,n/a,n/a,248820,Myanmar,MMR,2018,4/1/2017,3/31/2018
1605_part3,CAOG PTE LTD (MYANMAR BRANCH),CAOG PTE LTD (MYANMAR BRANCH)-Myanmar-2018,Private,108009233,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,617079,Myanmar,MMR,2018,4/1/2017,3/31/2018
1606_part3,CENTURY BRIGHT GOLD CO. LTD,CENTURY BRIGHT GOLD CO. LTD-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1607_part3,CFG ENERGY PTE LTD.,CFG ENERGY PTE LTD.-Myanmar-2018,Private,116092360,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1355820000,Myanmar,MMR,2018,4/1/2017,3/31/2018
1608_part3,CHANG LONG GEMS & JEWELLERY CO LTD,CHANG LONG GEMS & JEWELLERY CO LTD-Myanmar-2018,Private,147874405,Mining,Gem; Jade,n/a,n/a,1.83946373895E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1609_part3,CHAOW BROTHERS GEMSTONE ENTERPRISE LTD,CHAOW BROTHERS GEMSTONE ENTERPRISE LTD-Myanmar-2018,Private,150335590,Mining,Gem; Jade,n/a,n/a,1.0187964688E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1610_part3,CHATKYIYAY GEMS & JEWELLERY CO.LTD,CHATKYIYAY GEMS & JEWELLERY CO.LTD-Myanmar-2018,Private,108838345,Mining,Gem; Jade,n/a,n/a,2.102451197E7,Myanmar,MMR,2018,4/1/2017,3/31/2018
1611_part3,CNPC INTERNATIONAL LTD.,CNPC INTERNATIONAL LTD.-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,9080670147,Myanmar,MMR,2018,4/1/2017,3/31/2018
1612_part3,CORNERSTONE RESOURCES (MYANMAR) LTD.,CORNERSTONE RESOURCES (MYANMAR) LTD.-Myanmar-2018,Private,117328058,Mining,Zin,n/a,n/a,2.65636343241E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1613_part3,DAGON MINING COMPANY LIMITED,DAGON MINING COMPANY LIMITED-Myanmar-2018,Private,104028462,Mining,Coal,n/a,n/a,116488009,Myanmar,MMR,2018,4/1/2017,3/31/2018
1614_part3,DANA THEDI STAR (GEM&JWELLERY) CO.LTD,DANA THEDI STAR (GEM&JWELLERY) CO.LTD-Myanmar-2018,Private,"1065,2012-2013",Mining,Gem; Jade,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1615_part3,DELCO LIMITED,DELCO LIMITED-Myanmar-2018,Private,106646872,Mining,Tin; Tungsten,n/a,n/a,99929250,Myanmar,MMR,2018,4/1/2017,3/31/2018
1616_part3,DELTA LAND,DELTA LAND-Myanmar-2018,Private,104724434,Mining,Gem; Jade,n/a,n/a,1.7673552615E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1617_part3,DIAMOND SHARK MINING COMPANY LIMITED,DIAMOND SHARK MINING COMPANY LIMITED-Myanmar-2018,Private,102404661,Mining,Tin; Tungsten,n/a,n/a,48516000,Myanmar,MMR,2018,4/1/2017,3/31/2018
1618_part3,DIRECTORATE OF MILITARY OFFICE OF CHIEF OF DEFENCE INDUSTRIES MINISTRY OF DEFENCE,DIRECTORATE OF MILITARY OFFICE OF CHIEF OF DEFENCE INDUSTRIES MINISTRY OF DEFENCE-Myanmar-2018,Private,n/a,Mining,Iron; Coal; Limestone,n/a,n/a,15931840,Myanmar,MMR,2018,4/1/2017,3/31/2018
1619_part3,DRAGON CEMENT COMPANY LIMITED,DRAGON CEMENT COMPANY LIMITED-Myanmar-2018,Private,117675386,Mining,Coal; Limestone,n/a,n/a,1045294469,Myanmar,MMR,2018,4/1/2017,3/31/2018
1620_part3,DUWON STAR (GEM&JWELLERY) CO.LTD,DUWON STAR (GEM&JWELLERY) CO.LTD-Myanmar-2018,Private,"1064,2012-2013",Mining,Gem; Jade,n/a,n/a,,Myanmar,MMR,2018,4/1/2017,3/31/2018
1621_part3,EDEN ENERGY & NATURAL RESOURCES DEVELOPMENT CO. LTD,EDEN ENERGY & NATURAL RESOURCES DEVELOPMENT CO. LTD-Myanmar-2018,Private,118193601,Mining,Barite,n/a,n/a,4088050663,Myanmar,MMR,2018,4/1/2017,3/31/2018
1622_part3,EDEN GROUP CO. LTD,EDEN GROUP CO. LTD-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1166809392,Myanmar,MMR,2018,4/1/2017,3/31/2018
1623_part3,ENI MYANMAR B.V. (MYANMAR BRANCH),ENI MYANMAR B.V. (MYANMAR BRANCH)-Myanmar-2018,Private,134183292,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1537052621,Myanmar,MMR,2018,4/1/2017,3/31/2018
1624_part3,ETERNAL MINING COMPANY LIMITED,ETERNAL MINING COMPANY LIMITED-Myanmar-2018,Private,107350594,Mining,Gold,n/a,n/a,722754100,Myanmar,MMR,2018,4/1/2017,3/31/2018
1625_part3,EVER WINNER [EW],EVER WINNER [EW]-Myanmar-2018,Private,102788486,Mining,Gem; Jade,n/a,n/a,6.0425553273E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1626_part3,EXCELLENT RUBY & SAPPHIRE,EXCELLENT RUBY & SAPPHIRE-Myanmar-2018,Private,113304022,Mining,Gem; Jade,n/a,n/a,1450000,Myanmar,MMR,2018,4/1/2017,3/31/2018
1627_part3,FIRST RESOURCES COMPANY LIMITED,FIRST RESOURCES COMPANY LIMITED-Myanmar-2018,Private,101585220,Mining,Gypsum,n/a,n/a,1.21793003481E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1628_part3,FUTURE ENGINEERING GOLD MINING,FUTURE ENGINEERING GOLD MINING-Myanmar-2018,Private,"761,1998-1999",Mining,Gold,n/a,n/a,3000000,Myanmar,MMR,2018,4/1/2017,3/31/2018
1629_part3,FUTURE MINING CO.LTD,FUTURE MINING CO.LTD-Myanmar-2018,Private,"761,1998-1999",Mining,Gold,n/a,n/a,6261244,Myanmar,MMR,2018,4/1/2017,3/31/2018
1630_part3,GAIL JJ INDIA LTD,GAIL JJ INDIA LTD-Myanmar-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,500853775,Myanmar,MMR,2018,4/1/2017,3/31/2018
1631_part3,GANDAWIN KYAUT MYAT GARDEN,GANDAWIN KYAUT MYAT GARDEN-Myanmar-2018,Private,162206370,Mining,Gem; Jade,n/a,n/a,5.542907898E7,Myanmar,MMR,2018,4/1/2017,3/31/2018
1632_part3,GEO ASIA INDUSTRY & MINING COMPANY LIMITED,GEO ASIA INDUSTRY & MINING COMPANY LIMITED-Myanmar-2018,Private,116058790,Mining,Gold,n/a,n/a,1.9002268433E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1633_part3,GLOBAL SUN LIGHT,GLOBAL SUN LIGHT-Myanmar-2018,Private,102255585,Mining,Gem; Jade,n/a,n/a,1.1144168125E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1634_part3,GOLD JADE,GOLD JADE-Myanmar-2018,Private,101104931,Mining,Gem; Jade,n/a,n/a,7.6610977759E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1635_part3,GOLD PETROL JOINT OPERATING COMPANY INC. (GJOC INC.),GOLD PETROL JOINT OPERATING COMPANY INC. (GJOC INC.)-Myanmar-2018,Private,177 FC 97-98,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,-14343653638,Myanmar,MMR,2018,4/1/2017,3/31/2018
1636_part3,GOLDEND LIGHT GEMS,GOLDEND LIGHT GEMS-Myanmar-2018,Private,129792604,Mining,Gem; Jade,n/a,n/a,2.6628241566E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1637_part3,GPS JOINT VENTURE COMPANY LIMITED,GPS JOINT VENTURE COMPANY LIMITED-Myanmar-2018,Private,109035068,Mining,Lead,n/a,n/a,1.3652859725E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1638_part3,GREAT GENESIS GEMS (GMH),GREAT GENESIS GEMS (GMH)-Myanmar-2018,Private,1275806086,Mining,Gem; Jade,n/a,n/a,5.61821676869E9,Myanmar,MMR,2018,4/1/2017,3/31/2018
1639_part3,GREAT WALL GEMS&JADE COMPANY,GREAT WALL GEMS&JADE COMPANY-Myanmar-2018,Private,111033986,Mining,Gem; Jade,n/a,n/a,2.0540529331E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
1640_part3,GREEN ASIA COMPANY LIMITED,GREEN ASIA COMPANY LIMITED-Myanmar-2018,Private,129020334,Mining,Coal; Limestone,n/a,n/a,6567200,Myanmar,MMR,2018,4/1/2017,3/31/2018
1641_part3,GREEN COMET GEMS& JADE COMPANY,GREEN COMET GEMS& JADE COMPANY-Myanmar-2018,Private,188092349,Mining,Gem; Jade,n/a,n/a,7.082316284E7,Myanmar,MMR,2018,4/1/2017,3/31/2018
1642_part3,GREEN DIAMOND GEMS & JEWELLERY CO. LTD,GREEN DIAMOND GEMS & JEWELLERY CO. LTD-Myanmar-2018,Private,102774922,Mining,Gem; Jade,n/a,n/a,1.1322806698E8,Myanmar,MMR,2018,4/1/2017,3/31/2018
