index,company_name,composite_key,company_type,company_id,company_sector,company_commodities,company_public_listing_or_website,company_audited_financial statement_or_equivalent,Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
120_part3,STANDARD TALC EXTRACTION AND PROCESSING COMPANY,STANDARD TALC EXTRACTION AND PROCESSING COMPANY-Afghanistan-2018,Private,1016525014,Other,Talc,n/v,n/a,21539,Afghanistan,AFG,2018,2017-12-21,2018-12-24
121_part3,SILK ROAD MINING CO,SILK ROAD MINING CO-Afghanistan-2018,Private,9001204305,Other,Copper,n/v,n/a,200,Afghanistan,AFG,2018,2017-12-21,2018-12-24
122_part3,CENTRAL AIZEEN MINING CO,CENTRAL AIZEEN MINING CO-Afghanistan-2018,Private,9000580028,Mining,,n/v,n/a,88795,Afghanistan,AFG,2018,2017-12-21,2018-12-24
123_part3,SEIN JHONG JHENG TONG,SEIN JHONG JHENG TONG-Afghanistan-2018,Private,9003013324,Mining,,n/v,n/a,8500,Afghanistan,AFG,2018,2017-12-21,2018-12-24
124_part3,SHAH FAISAL SHERZAD TALC MINING CO,SHAH FAISAL SHERZAD TALC MINING CO-Afghanistan-2018,Private,9005341681,Other,Construction stone,n/v,n/a,3000,Afghanistan,AFG,2018,2017-12-21,2018-12-24
125_part3,EAST KABUL TALK PRO.CO,EAST KABUL TALK PRO.CO-Afghanistan-2018,Private,9003257038,Mining,,n/v,n/a,12920,Afghanistan,AFG,2018,2017-12-21,2018-12-24
126_part3,شرکت استانه بابا,شرکت استانه بابا-Afghanistan-2018,Private,9001044669,Other,Chromite,n/v,n/a,2016396,Afghanistan,AFG,2018,2017-12-21,2018-12-24
127_part3,AFGHAN MORWARID STONE MINING LTD,AFGHAN MORWARID STONE MINING LTD-Afghanistan-2018,Private,9001288589,Mining,,n/v,n/a,1151378,Afghanistan,AFG,2018,2017-12-21,2018-12-24
128_part3,KHWAJA MOLA KOHI STONE LTD,KHWAJA MOLA KOHI STONE LTD-Afghanistan-2018,Private,9001043166,Mining,,n/v,n/a,500,Afghanistan,AFG,2018,2017-12-21,2018-12-24
129_part3,AFGHAN CHESHT STONE MINING LTD,AFGHAN CHESHT STONE MINING LTD-Afghanistan-2018,Private,9004072261,Mining,,n/v,n/a,2145,Afghanistan,AFG,2018,2017-12-21,2018-12-24
130_part3,KABUL MINING EXTRACTION COMPANY,KABUL MINING EXTRACTION COMPANY-Afghanistan-2018,Private,7007883015,Mining,,n/v,n/a,15,Afghanistan,AFG,2018,2017-12-21,2018-12-24
131_part3,ATRO KABUL MINING CO,ATRO KABUL MINING CO-Afghanistan-2018,Private,9000225897,Mining,,n/v,n/a,1200,Afghanistan,AFG,2018,2017-12-21,2018-12-24
132_part3,AFGHAN ACTIVE MINING LTD,AFGHAN ACTIVE MINING LTD-Afghanistan-2018,Private,9001353375,Other,Chromite,n/v,n/a,,Afghanistan,AFG,2018,2017-12-21,2018-12-24
133_part3,AFGHAN ECHO MINING CO,AFGHAN ECHO MINING CO-Afghanistan-2018,Private,9001851998,Other,Coal,n/v,n/a,10,Afghanistan,AFG,2018,2017-12-21,2018-12-24
134_part3,AL-NOOR MINING CO,AL-NOOR MINING CO-Afghanistan-2018,Private,9001936682,Mining,,n/v,n/a,1800,Afghanistan,AFG,2018,2017-12-21,2018-12-24
135_part3,BAHAR KOHSARAN MINING CO,BAHAR KOHSARAN MINING CO-Afghanistan-2018,Private,9001732438,Other,Travertine,n/v,n/a,35,Afghanistan,AFG,2018,2017-12-21,2018-12-24
136_part3,TURKISH AFGHAN MINING CO,TURKISH AFGHAN MINING CO-Afghanistan-2018,Private,9000542507,Other,Gold,n/v,n/a,28570,Afghanistan,AFG,2018,2017-12-21,2018-12-24
137_part3,TAWAN AFGHAN MINING CO,TAWAN AFGHAN MINING CO-Afghanistan-2018,Private,1027617206,Mining,,n/v,n/a,23385,Afghanistan,AFG,2018,2017-12-21,2018-12-24
138_part3,HABIBULLAH MINING LTD,HABIBULLAH MINING LTD-Afghanistan-2018,Private,9001510479,Mining,,n/v,n/a,215,Afghanistan,AFG,2018,2017-12-21,2018-12-24
139_part3,AFRASYAB COAL MINING CO,AFRASYAB COAL MINING CO-Afghanistan-2018,Private,9001505461,Other,Coal,n/v,n/a,,Afghanistan,AFG,2018,2017-12-21,2018-12-24
140_part3,ROYAL MINING CO,ROYAL MINING CO-Afghanistan-2018,Private,9001658963,Mining,,n/v,n/a,3978,Afghanistan,AFG,2018,2017-12-21,2018-12-24
141_part3,STANA BABA MINING CO,STANA BABA MINING CO-Afghanistan-2018,Private,9001044669,Other,Chromite,n/v,n/a,1330,Afghanistan,AFG,2018,2017-12-21,2018-12-24
142_part3,SULTAN REZA MINING CO,SULTAN REZA MINING CO-Afghanistan-2018,Private,9003286888,Mining,,n/v,n/a,540,Afghanistan,AFG,2018,2017-12-21,2018-12-24
143_part3,SANG-E-SAFID MINING CO,SANG-E-SAFID MINING CO-Afghanistan-2018,Private,9003208817,Mining,,n/v,n/a,70450,Afghanistan,AFG,2018,2017-12-21,2018-12-24
144_part3,SHAMSHAD MINING CO,SHAMSHAD MINING CO-Afghanistan-2018,Private,9000692617,Mining,,n/v,n/a,46295,Afghanistan,AFG,2018,2017-12-21,2018-12-24
145_part3,AKS MINING CO,AKS MINING CO-Afghanistan-2018,Private,9001171967,Mining,,n/v,n/a,1215,Afghanistan,AFG,2018,2017-12-21,2018-12-24
146_part3,KOHSARAN MINING LTD,KOHSARAN MINING LTD-Afghanistan-2018,Private,9001801845,Mining,,n/v,n/a,17945,Afghanistan,AFG,2018,2017-12-21,2018-12-24
147_part3,KOLT NEMROZ AFGHANISTAN MINING CO,KOLT NEMROZ AFGHANISTAN MINING CO-Afghanistan-2018,Private,9001099671,Mining,,n/v,n/a,1170,Afghanistan,AFG,2018,2017-12-21,2018-12-24
148_part3,GOLDEN GATE MINING CO,GOLDEN GATE MINING CO-Afghanistan-2018,Private,9001150078,Mining,,n/v,n/a,12810,Afghanistan,AFG,2018,2017-12-21,2018-12-24
149_part3,LEGAAN MINING CO,LEGAAN MINING CO-Afghanistan-2018,Private,9000276395,Mining,,n/v,n/a,20696,Afghanistan,AFG,2018,2017-12-21,2018-12-24
150_part3,MAQSOOD BROTHERS MINING CO,MAQSOOD BROTHERS MINING CO-Afghanistan-2018,Private,7004510017,Mining,,n/v,n/a,5100,Afghanistan,AFG,2018,2017-12-21,2018-12-24
151_part3,MUMTAZ KAWSAR MINING LTD,MUMTAZ KAWSAR MINING LTD-Afghanistan-2018,Private,9001678474,Other,,n/v,n/a,1185,Afghanistan,AFG,2018,2017-12-21,2018-12-24
152_part3,MIRZADA MINING CO,MIRZADA MINING CO-Afghanistan-2018,Private,9001676882,Mining,,n/v,n/a,85,Afghanistan,AFG,2018,2017-12-21,2018-12-24
153_part3,HEWAD BROTHERS MINING CO,HEWAD BROTHERS MINING CO-Afghanistan-2018,Private,9000036856,Other,,n/v,n/a,2027271,Afghanistan,AFG,2018,2017-12-21,2018-12-24
154_part3,AFGHAN TRANWERTIN MINING CO,AFGHAN TRANWERTIN MINING CO-Afghanistan-2018,Private,9000641291,Mining,,n/v,n/a,5,Afghanistan,AFG,2018,2017-12-21,2018-12-24
155_part3,AFGHAN COPPER MINING CO,AFGHAN COPPER MINING CO-Afghanistan-2018,Private,9000928359,Mining,,n/v,n/a,71163,Afghanistan,AFG,2018,2017-12-21,2018-12-24
156_part3,EAGAL ROCK MINING CO,EAGAL ROCK MINING CO-Afghanistan-2018,Private,9003417392,Mining,,n/v,n/a,191983,Afghanistan,AFG,2018,2017-12-21,2018-12-24
157_part3,AMO HOLDING GROUP MINING CO,AMO HOLDING GROUP MINING CO-Afghanistan-2018,Private,9003131571,Mining,,n/v,n/a,57550,Afghanistan,AFG,2018,2017-12-21,2018-12-24
158_part3,HEERAT WEST MINING LTD,HEERAT WEST MINING LTD-Afghanistan-2018,Private,9000994310,Mining,,n/v,n/a,10360,Afghanistan,AFG,2018,2017-12-21,2018-12-24
159_part3,BAHA JALILI MINING CO,BAHA JALILI MINING CO-Afghanistan-2018,Private,9002760743,Mining,,n/v,n/a,66500,Afghanistan,AFG,2018,2017-12-21,2018-12-24
160_part3,PARMIS GLOBAL MINING CO,PARMIS GLOBAL MINING CO-Afghanistan-2018,Private,9000515826,Mining,,n/v,n/a,825,Afghanistan,AFG,2018,2017-12-21,2018-12-24
161_part3,SERVICE CENTER ALLC,SERVICE CENTER ALLC-Afghanistan-2018,Private,9002029800,Mining,,n/v,n/a,500,Afghanistan,AFG,2018,2017-12-21,2018-12-24
162_part3,GURBAT VILLIGE MINING CO,GURBAT VILLIGE MINING CO-Afghanistan-2018,Private,9003861268,Mining,,n/v,n/a,28695,Afghanistan,AFG,2018,2017-12-21,2018-12-24
163_part3,LAL KHORASAN MINING CO,LAL KHORASAN MINING CO-Afghanistan-2018,Private,9003016442,Mining,,n/v,n/a,2895,Afghanistan,AFG,2018,2017-12-21,2018-12-24
164_part3,HEERAT ANSAR MINING CO,HEERAT ANSAR MINING CO-Afghanistan-2018,Private,9000875147,Mining,,n/v,n/a,32725,Afghanistan,AFG,2018,2017-12-21,2018-12-24
165_part3,MURWARID STONE PRO.LTD,MURWARID STONE PRO.LTD-Afghanistan-2018,Private,9001611079,Mining,,n/v,n/a,110681,Afghanistan,AFG,2018,2017-12-21,2018-12-24
166_part3,BAHAR HEERAT TALK PRO. LTD,BAHAR HEERAT TALK PRO. LTD-Afghanistan-2018,Private,9001045062,Other,,n/v,n/a,31968,Afghanistan,AFG,2018,2017-12-21,2018-12-24
167_part3,PEROZ MAHDI STONE PRO.LTD,PEROZ MAHDI STONE PRO.LTD-Afghanistan-2018,Private,9001206219,Mining,,n/v,n/a,5800,Afghanistan,AFG,2018,2017-12-21,2018-12-24
168_part3,BITA UNITED MINING CO,BITA UNITED MINING CO-Afghanistan-2018,Private,7008637014,Other,,n/v,n/a,11715,Afghanistan,AFG,2018,2017-12-21,2018-12-24
169_part3,URFAN GHAZNAWI STONE PRO LTD,URFAN GHAZNAWI STONE PRO LTD-Afghanistan-2018,Private,9001404715,Other,Travertine,n/v,n/a,800,Afghanistan,AFG,2018,2017-12-21,2018-12-24
170_part3,شرکت اعتماد قره باغ,شرکت اعتماد قره باغ-Afghanistan-2018,Private,9000917576,Other,Gravel,n/v,n/a,229732,Afghanistan,AFG,2018,2017-12-21,2018-12-24
171_part3,AFGHAN COAL LLC,AFGHAN COAL LLC-Afghanistan-2018,Private,1029975016,Mining,,n/v,n/a,352416,Afghanistan,AFG,2018,2017-12-21,2018-12-24
172_part3,AMANIA MINING COMPANY,AMANIA MINING COMPANY-Afghanistan-2018,Private,9000197187,Other,,n/v,n/a,106574,Afghanistan,AFG,2018,2017-12-21,2018-12-24
173_part3,شرکت امید سباون,شرکت امید سباون-Afghanistan-2018,Private,9001792929,Other,Construction stone,n/v,n/a,212285,Afghanistan,AFG,2018,2017-12-21,2018-12-24
174_part3,شرکت برادران خالد عزیز,شرکت برادران خالد عزیز-Afghanistan-2018,Private,1019984010,Other,Coal,n/v,n/a,5389321,Afghanistan,AFG,2018,2017-12-21,2018-12-24
175_part3,شرکت برادران خالد عزیز,شرکت برادران خالد عزیز-Afghanistan-2018,Private,1019984010,Other,Coal,n/v,n/a,5389321,Afghanistan,AFG,2018,2017-12-21,2018-12-24
176_part3,شرکت برادران عادل,شرکت برادران عادل-Afghanistan-2018,Private,1026557205,Other,Marble,n/v,n/a,4831818,Afghanistan,AFG,2018,2017-12-21,2018-12-24
177_part3,شرکت برادران مهمند شمال,شرکت برادران مهمند شمال-Afghanistan-2018,Private,1045746011,Other,Coal,n/v,n/a,4010260,Afghanistan,AFG,2018,2017-12-21,2018-12-24
178_part3,PAMIR KHORASAN MINING CO,PAMIR KHORASAN MINING CO-Afghanistan-2018,Private,9002944453,Mining,,n/v,n/a,1636,Afghanistan,AFG,2018,2017-12-21,2018-12-24
179_part3,LOGARWAL STONE PRO.CO,LOGARWAL STONE PRO.CO-Afghanistan-2018,Private,1029356209,Mining,,n/v,n/a,2395,Afghanistan,AFG,2018,2017-12-21,2018-12-24
180_part3,شرکت تجارتی آریا پوپل لمتید,شرکت تجارتی آریا پوپل لمتید-Afghanistan-2018,Private,1021202203,Other,Coal,n/v,n/a,374288,Afghanistan,AFG,2018,2017-12-21,2018-12-24
181_part3,ITEMAD NAFT LTD,ITEMAD NAFT LTD-Afghanistan-2018,Private,9001746180,Mining,,n/v,n/a,100,Afghanistan,AFG,2018,2017-12-21,2018-12-24
182_part3,SALEEM KARWAN MINING CO,SALEEM KARWAN MINING CO-Afghanistan-2018,Private,9000851866,Mining,,n/v,n/a,,Afghanistan,AFG,2018,2017-12-21,2018-12-24
183_part3,MAIWAND SARWARI MINING CO,MAIWAND SARWARI MINING CO-Afghanistan-2018,Private,9001866798,Mining,,n/v,n/a,9213,Afghanistan,AFG,2018,2017-12-21,2018-12-24
184_part3,شرکت تکنالوجست,شرکت تکنالوجست-Afghanistan-2018,Private,9000412131,Other,Construction stone; Gravel,n/v,n/a,3485715,Afghanistan,AFG,2018,2017-12-21,2018-12-24
185_part3,شرکت تولید سنگ تزیناتی وتعمیراتی هلال,شرکت تولید سنگ تزیناتی وتعمیراتی هلال-Afghanistan-2018,Private,1044928016,Other,Marble,n/v,n/a,280730,Afghanistan,AFG,2018,2017-12-21,2018-12-24
186_part3,CENTER AMERICAN LLC,CENTER AMERICAN LLC-Afghanistan-2018,Private,9001415893,Mining,,n/v,n/a,70605,Afghanistan,AFG,2018,2017-12-21,2018-12-24
187_part3,AFGHAN KNIGHT GEO & MINING CO,AFGHAN KNIGHT GEO & MINING CO-Afghanistan-2018,Private,9001172742,Mining,,n/v,n/a,4586052,Afghanistan,AFG,2018,2017-12-21,2018-12-24
188_part3,IBRAHIM MATONWAL LOGISTIC CO,IBRAHIM MATONWAL LOGISTIC CO-Afghanistan-2018,Private,9001177584,Mining,,n/v,n/a,165600,Afghanistan,AFG,2018,2017-12-21,2018-12-24
189_part3,ARYA FAIZI MINING LTD,ARYA FAIZI MINING LTD-Afghanistan-2018,Private,9000973116,Mining,,n/v,n/a,20070,Afghanistan,AFG,2018,2017-12-21,2018-12-24
190_part3,KATALEST IRON MINING CO,KATALEST IRON MINING CO-Afghanistan-2018,Private,9000133984,Mining,,n/v,n/a,13300,Afghanistan,AFG,2018,2017-12-21,2018-12-24
191_part3,شرکت ریگریشن کابل گلدره,شرکت ریگریشن کابل گلدره-Afghanistan-2018,Private,9000937442,Other,Gravel,n/v,n/a,222308,Afghanistan,AFG,2018,2017-12-21,2018-12-24
192_part3,شرکت ساختمانی حاجی ملا شاه میرزی,شرکت ساختمانی حاجی ملا شاه میرزی-Afghanistan-2018,Private,1039350010,Other,Construction stone,n/v,n/a,240521,Afghanistan,AFG,2018,2017-12-21,2018-12-24
193_part3,شرکت ساختمانی غلام حضرت ارغندیوال,شرکت ساختمانی غلام حضرت ارغندیوال-Afghanistan-2018,Private,9001100875,Other,Gravel,n/v,n/a,99300,Afghanistan,AFG,2018,2017-12-21,2018-12-24
194_part3,شرکت ساختمانی فاروق استانکزی,شرکت ساختمانی فاروق استانکزی-Afghanistan-2018,Private,1014901019,Other,,n/v,n/a,143439,Afghanistan,AFG,2018,2017-12-21,2018-12-24
195_part3,شرکت سپتی اوغلوایس مات دستی,شرکت سپتی اوغلوایس مات دستی-Afghanistan-2018,Private,1046337018,Other,Construction stone,n/v,n/a,113552,Afghanistan,AFG,2018,2017-12-21,2018-12-24
196_part3,MINING INVESTMENT COMPANY,MINING INVESTMENT COMPANY-Afghanistan-2018,Private,1028365011,Other,,n/v,n/a,481908,Afghanistan,AFG,2018,2017-12-21,2018-12-24
197_part3,PESARAN DAQIQ STONE PRO.LTD,PESARAN DAQIQ STONE PRO.LTD-Afghanistan-2018,Private,9001134775,Mining,,n/v,n/a,500,Afghanistan,AFG,2018,2017-12-21,2018-12-24
198_part3,HADETH STONE LTD,HADETH STONE LTD-Afghanistan-2018,Private,1028063202,Mining,,n/v,n/a,195,Afghanistan,AFG,2018,2017-12-21,2018-12-24
199_part3,BLAWREEN STONE PRO.LTD,BLAWREEN STONE PRO.LTD-Afghanistan-2018,Private,9001911404,Mining,,n/v,n/a,48295,Afghanistan,AFG,2018,2017-12-21,2018-12-24
200_part3,KOH-E-NOOR HEERAT STONE MINING LTD,KOH-E-NOOR HEERAT STONE MINING LTD-Afghanistan-2018,Private,9001769422,Mining,,n/v,n/a,435,Afghanistan,AFG,2018,2017-12-21,2018-12-24
201_part3,MAGMA MINING LTD,MAGMA MINING LTD-Afghanistan-2018,Private,9001799981,Mining,,n/v,n/a,200,Afghanistan,AFG,2018,2017-12-21,2018-12-24
202_part3,JAHAN SANG SAHEL LTD,JAHAN SANG SAHEL LTD-Afghanistan-2018,Private,1029365200,Mining,,n/v,n/a,192332,Afghanistan,AFG,2018,2017-12-21,2018-12-24
203_part3,BROTHERS CROMITE MINING CO,BROTHERS CROMITE MINING CO-Afghanistan-2018,Private,1051051017,Mining,,n/v,n/a,43300,Afghanistan,AFG,2018,2017-12-21,2018-12-24
204_part3,BAHAR MARMAR LTD,BAHAR MARMAR LTD-Afghanistan-2018,Private,1028386017,Mining,,n/v,n/a,92629,Afghanistan,AFG,2018,2017-12-21,2018-12-24
205_part3,PAMIR RASOOL MINING CO,PAMIR RASOOL MINING CO-Afghanistan-2018,Private,1016640169,Mining,,n/v,n/a,87778,Afghanistan,AFG,2018,2017-12-21,2018-12-24
206_part3,KOLAK MINING CO,KOLAK MINING CO-Afghanistan-2018,Private,1016338160,Mining,,n/v,n/a,62335,Afghanistan,AFG,2018,2017-12-21,2018-12-24
207_part3,FAQIRI BROTHERS MINNIG PRO.CO,FAQIRI BROTHERS MINNIG PRO.CO-Afghanistan-2018,Private,9000867797,Mining,,n/v,n/a,255,Afghanistan,AFG,2018,2017-12-21,2018-12-24
208_part3,URFAN SUBHAN TALK PRO.CO,URFAN SUBHAN TALK PRO.CO-Afghanistan-2018,Private,9005393476,Mining,,n/v,n/a,3300,Afghanistan,AFG,2018,2017-12-21,2018-12-24
209_part3,"عمرگل فرزند جمعه خان, عمرگل فرزند جمعه خان","عمرگل فرزند جمعه خان, عمرگل فرزند جمعه خان-Afghanistan-2018",Private,9002781806,Other,Sand,n/v,n/a,21222,Afghanistan,AFG,2018,2017-12-21,2018-12-24
210_part3,"فقیر حسین, محمد حسین","فقیر حسین, محمد حسین-Afghanistan-2018",Private,9001745869,Other,Construction stone,n/v,n/a,143581,Afghanistan,AFG,2018,2017-12-21,2018-12-24
211_part3,ARYANA AFGHAN LIQUID GAS LTD,ARYANA AFGHAN LIQUID GAS LTD-Afghanistan-2018,Private,1037575014,Gas,,n/v,n/a,47398,Afghanistan,AFG,2018,2017-12-21,2018-12-24
212_part3,SHOKRAN AFGHAN MINING LTD,SHOKRAN AFGHAN MINING LTD-Afghanistan-2018,Private,9001570457,Mining,,n/v,n/a,1895,Afghanistan,AFG,2018,2017-12-21,2018-12-24
213_part3,"محمد هاشم فرزند عبدالله, محمد هاشم","محمد هاشم فرزند عبدالله, محمد هاشم-Afghanistan-2018",Private,9001268979,Other,Construction stone,n/v,n/a,62051,Afghanistan,AFG,2018,2017-12-21,2018-12-24
214_part3,"محمدی فرزند مسجدی, محمد دل","محمدی فرزند مسجدی, محمد دل-Afghanistan-2018",Private,9002542117,Other,Construction stone,n/v,n/a,61899,Afghanistan,AFG,2018,2017-12-21,2018-12-24
215_part3,MAHMOOD GHALEB SHERZAD TALC PRO.CO,MAHMOOD GHALEB SHERZAD TALC PRO.CO-Afghanistan-2018,Private,1019483013,Mining,,n/v,n/a,223190,Afghanistan,AFG,2018,2017-12-21,2018-12-24
216_part3,NORTH WEST MINERALS,NORTH WEST MINERALS-Afghanistan-2018,Private,1008467084,Mining,,n/v,n/a,45685,Afghanistan,AFG,2018,2017-12-21,2018-12-24
217_part3,NABI AFGHAN MINES EXTRACTION AND PROCESSING COMPANY,NABI AFGHAN MINES EXTRACTION AND PROCESSING COMPANY-Afghanistan-2018,Private,1010360087,Other,Talc,n/v,n/a,170,Afghanistan,AFG,2018,2017-12-21,2018-12-24
218_part3,"نجیب الله فرزند عین الله, نجیب الله فرزند عین الله","نجیب الله فرزند عین الله, نجیب الله فرزند عین الله-Afghanistan-2018",Private,9002519941,Other,Construction stone,n/v,n/a,61921,Afghanistan,AFG,2018,2017-12-21,2018-12-24
219_part3,"نصرالله فرزند اول الدین, نصرالله","نصرالله فرزند اول الدین, نصرالله-Afghanistan-2018",Private,9002519966,Other,Construction stone,n/v,n/a,74263,Afghanistan,AFG,2018,2017-12-21,2018-12-24
220_part3,"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی","نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی-Afghanistan-2018",Private,9003125821,Other,Construction stone; Gravel,n/v,n/a,93557,Afghanistan,AFG,2018,2017-12-21,2018-12-24
221_part3,AAZAM KHAN WAFA SHERZAD LIMITED,AAZAM KHAN WAFA SHERZAD LIMITED-Afghanistan-2019,Private,9001881367,Other,Talc,n/v,n/a,164759,Afghanistan,AFG,2019,2018-12-21,2019-12-20
222_part3,ABBAS GHAZNAVI LIMITED,ABBAS GHAZNAVI LIMITED-Afghanistan-2019,Private,9001935742,Other,Coal,n/v,n/a,19008124,Afghanistan,AFG,2019,2018-12-21,2019-12-20
223_part3,ABDUL FATAH,ABDUL FATAH-Afghanistan-2019,Private,9001846329,Other,Construction stone,n/v,n/a,200488,Afghanistan,AFG,2019,2018-12-21,2019-12-20
224_part3,ABDUL RAHMAN BABA STEEL & IRON COMPANY,ABDUL RAHMAN BABA STEEL & IRON COMPANY-Afghanistan-2019,Private,1034131019,Other,Chromite,n/v,n/a,2433958,Afghanistan,AFG,2019,2018-12-21,2019-12-20
225_part3,ABUBAKAR BURHAN LIMITED,ABUBAKAR BURHAN LIMITED-Afghanistan-2019,Private,9006730064,Other,Coal,n/v,n/a,10392680,Afghanistan,AFG,2019,2018-12-21,2019-12-20
226_part3,AFGHAN GAS ENTERPRISE,AFGHAN GAS ENTERPRISE-Afghanistan-2019,State-owned enterprises & public corporations,n/a,Oil & Gas,Oil; Gas; Condensates,n/v,https://momp.gov.af/soes,62507770,Afghanistan,AFG,2019,2018-12-21,2019-12-20
227_part3,AFGHAN SHININK MINES EXTRACTION AND PROCESSING COMPANY,AFGHAN SHININK MINES EXTRACTION AND PROCESSING COMPANY-Afghanistan-2019,Private,9002202316,Other,Talc,n/v,n/a,1757820,Afghanistan,AFG,2019,2018-12-21,2019-12-20
228_part3,AHMAD ABU SULAIMAN,AHMAD ABU SULAIMAN-Afghanistan-2019,Private,9007161707,Other,Construction stone,n/v,n/a,30000,Afghanistan,AFG,2019,2018-12-21,2019-12-20
229_part3,AHMAD RAFI ORAAZ LIMITED,AHMAD RAFI ORAAZ LIMITED-Afghanistan-2019,Private,9003746923,Other,Coal,n/v,n/a,6750275,Afghanistan,AFG,2019,2018-12-21,2019-12-20
230_part3,AHMAD SHAH MAIDANWALL CO,AHMAD SHAH MAIDANWALL CO-Afghanistan-2019,Private,1008627083,Other,Talc,n/v,n/a,30000,Afghanistan,AFG,2019,2018-12-21,2019-12-20
231_part3,AHMAD SHAH TALC EXTRACTION AND PROCESSING,AHMAD SHAH TALC EXTRACTION AND PROCESSING-Afghanistan-2019,Private,1008627083,Other,Talc,n/v,n/a,247561,Afghanistan,AFG,2019,2018-12-21,2019-12-20
232_part3,AHMAD WALI KALIWAL TRADING COMPANY,AHMAD WALI KALIWAL TRADING COMPANY-Afghanistan-2019,Private,9007084248,Other,Coal,n/v,n/a,6737139,Afghanistan,AFG,2019,2018-12-21,2019-12-20
233_part3,ALI MURADI AND IMRAN BAKHTIARI LIMITED,ALI MURADI AND IMRAN BAKHTIARI LIMITED-Afghanistan-2019,Private,9002719681,Other,Coal,n/v,n/a,167548,Afghanistan,AFG,2019,2018-12-21,2019-12-20
234_part3,AMANIA MINING COMPANY,AMANIA MINING COMPANY-Afghanistan-2019,Private,9000197187,Other,Fluoride,n/v,n/a,17858825,Afghanistan,AFG,2019,2018-12-21,2019-12-20
235_part3,AMEEN KARIMZAI TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY,AMEEN KARIMZAI TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY-Afghanistan-2019,Private,1007815085,Other,Talc,n/v,n/a,8882827,Afghanistan,AFG,2019,2018-12-21,2019-12-20
236_part3,ANSARIZADA LIMITED,ANSARIZADA LIMITED-Afghanistan-2019,Private,9008904659,Other,Coal,n/v,n/a,3284032,Afghanistan,AFG,2019,2018-12-21,2019-12-20
237_part3,ARIF SHAHAB LIMITED,ARIF SHAHAB LIMITED-Afghanistan-2019,Private,1008530089,Other,Coal,n/a,n/a,1765249,Afghanistan,AFG,2019,2018-12-21,2019-12-20
238_part3,AZIMI BROTHERS GROUP OF CO,AZIMI BROTHERS GROUP OF CO-Afghanistan-2019,Private,9001180349,Other,Precious Stone,n/v,n/a,430,Afghanistan,AFG,2019,2018-12-21,2019-12-20
239_part3,AZIZ NAIM COMPANY,AZIZ NAIM COMPANY-Afghanistan-2019,Private,9001018861011,Other,Marble,n/v,n/a,15000,Afghanistan,AFG,2019,2018-12-21,2019-12-20
240_part3,BABRAK NASEERZAI LIMITED,BABRAK NASEERZAI LIMITED-Afghanistan-2019,Private,9008821028,Other,Coal,n/v,n/a,856988,Afghanistan,AFG,2019,2018-12-21,2019-12-20
241_part3,BAGHLAN QATGHAN LIMITED,BAGHLAN QATGHAN LIMITED-Afghanistan-2019,Private,9003342749,Other,Coal,n/v,n/a,1632014,Afghanistan,AFG,2019,2018-12-21,2019-12-20
242_part3,BAKHTAR AFGHAN MARBLE COMPANY,BAKHTAR AFGHAN MARBLE COMPANY-Afghanistan-2019,Private,1003112081,Other,Talc,n/v,n/a,90558,Afghanistan,AFG,2019,2018-12-21,2019-12-20
243_part3,BILAL HAIDARI LIMITED,BILAL HAIDARI LIMITED-Afghanistan-2019,Private,9007557219,Other,Coal,n/v,n/a,115315,Afghanistan,AFG,2019,2018-12-21,2019-12-20
244_part3,BILAL IQBAL HUSSAINI LIMITED,BILAL IQBAL HUSSAINI LIMITED-Afghanistan-2019,Private,9006877196,Other,Coal,n/v,n/a,838187,Afghanistan,AFG,2019,2018-12-21,2019-12-20
245_part3,BILAL MUSAZAI MINERAL PROCESSING INDUSTRIAL COMPANY,BILAL MUSAZAI MINERAL PROCESSING INDUSTRIAL COMPANY-Afghanistan-2019,Private,1009592088,Other,Talc,n/v,n/a,29084756,Afghanistan,AFG,2019,2018-12-21,2019-12-20
246_part3,CNPCI WATAN OIL AND GAS AFGHANISTAN LIMITED,CNPCI WATAN OIL AND GAS AFGHANISTAN LIMITED-Afghanistan-2019,Private,9000525965,Oil & Gas,Oil; Gas; Condensates,https://www.cnpc.com.cn/en/cnpcworldwide/cnpcworldwide.shtml,n/a,68359,Afghanistan,AFG,2019,2018-12-21,2019-12-20
247_part3,CORE DRILLERS,CORE DRILLERS-Afghanistan-2019,Private,9003861482,Other,Talc,n/v,n/a,1285473,Afghanistan,AFG,2019,2018-12-21,2019-12-20
248_part3,DAWAJAN TAREEN LIMITED,DAWAJAN TAREEN LIMITED-Afghanistan-2019,Private,9005533139,Other,Coal,n/v,n/a,4676825,Afghanistan,AFG,2019,2018-12-21,2019-12-20
249_part3,EHSAN AZIZ CONSTRUCTION COMPANY,EHSAN AZIZ CONSTRUCTION COMPANY-Afghanistan-2019,Private,1008636019,Other,Onyx,n/v,n/a,,Afghanistan,AFG,2019,2018-12-21,2019-12-20
