Index,Company
31730_part5,GRIFFITHS ENERGY CHAD
31746_part5,GRIFFITHS ENERGY CHAD
31759_part5,GRIFFITHS ENERGY CHAD
31801_part5,GRIFFITHS ENERGY CHAD
31820_part5,GRIFFITHS ENERGY CHAD
31706_part5,GRIFFITHS ENERGY DOH
31721_part5,GRIFFITHS ENERGY DOH
31745_part5,GRIFFITHS ENERGY DOH
31758_part5,GRIFFITHS ENERGY DOH
31796_part5,GRIFFITHS ENERGY DOH
31806_part5,GRIFFITHS ENERGY DOH
31819_part5,GRIFFITHS ENERGY DOH
5103_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5159_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5199_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5219_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5394_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5410_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5512_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5583_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5929_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
5967_part5,GROUPEMENT POUR LE TRAITEMENT DU TERRIL DE LUBUMBASHI (GTL)
32837_part5,GROUPE QUEBEC AFRIQUE
32884_part5,GROUPE QUEBEC AFRIQUE
15143_part5,GROUP OF FOUR MINING COMPANY LIMITED
15355_part5,GROUP OF FOUR MINING COMPANY LIMITED
15610_part5,GROUP OF FOUR MINING COMPANY LIMITED
9056_part5,GRUPO FRESNILLO
9057_part5,GRUPO FRESNILLO
9058_part5,GRUPO FRESNILLO
9059_part5,GRUPO FRESNILLO
9060_part5,GRUPO FRESNILLO
9226_part5,GRUPO FRESNILLO
9237_part5,GRUPO FRESNILLO
9248_part5,GRUPO FRESNILLO
9259_part5,GRUPO FRESNILLO
9270_part5,GRUPO FRESNILLO
32486_part5,GRUPO MAREÓGRAFO
9061_part5,GRUPO MÉXICO
9062_part5,GRUPO MÉXICO
9063_part5,GRUPO MÉXICO
9064_part5,GRUPO MÉXICO
9065_part5,GRUPO MÉXICO
9227_part5,GRUPO MÉXICO
9238_part5,GRUPO MÉXICO
9249_part5,GRUPO MÉXICO
9260_part5,GRUPO MÉXICO
9271_part5,GRUPO MÉXICO
9066_part5,GRUPO PEÑOLES
9067_part5,GRUPO PEÑOLES
9068_part5,GRUPO PEÑOLES
9069_part5,GRUPO PEÑOLES
9070_part5,GRUPO PEÑOLES
9228_part5,GRUPO PEÑOLES
9239_part5,GRUPO PEÑOLES
9250_part5,GRUPO PEÑOLES
9261_part5,GRUPO PEÑOLES
9272_part5,GRUPO PEÑOLES
31488_part5,GRYPHON MINERALS BURKINA FASO SARL
31498_part5,GRYPHON MINERALS BURKINA FASO SARL
31515_part5,GRYPHON MINERALS BURKINA FASO SARL
31525_part5,GRYPHON MINERALS BURKINA FASO SARL
32610_part5,GSB RESOURCES
22048_part5,GS CALTEX
22049_part5,GS CALTEX SINGAPORE PTE. LTD.
22121_part5,GS CALTEX SINGAPORE PTE. LTD.
32494_part5,GS OIL AND GAS
31903_part5,GUAXILAN SA
22122_part5,GUNVOR GROUP LTD
22050_part5,GUNVOR SA
960_part5,GURBAT VILLIGE MINING CO
961_part5,GURBAT VILLIGE MINING CO
4514_part5,GURBAT VILLIGE MINING CO
4515_part5,GURBAT VILLIGE MINING CO
9649_part5,GURVANSAIKHAN LLC
9650_part5,GURVANSAIKHAN LLC
11684_part5,GURVANSAIKHAN LLC
11685_part5,GURVANSAIKHAN LLC
11686_part5,GURVANSAIKHAN LLC
11687_part5,GURVANSAIKHAN LLC
9696_part5,GURVAN TAMGA LLC
9697_part5,GURVAN TAMGA LLC
9698_part5,GURVAN TAMGA LLC
9699_part5,GURVAN TAMGA LLC
9700_part5,GURVAN TAMGA LLC
9701_part5,GURVAN TAMGA LLC
9702_part5,GURVAN TAMGA LLC
9703_part5,GURVAN TAMGA LLC
11688_part5,GURVAN TAMGA LLC
11689_part5,GURVAN TAMGA LLC
11690_part5,GURVAN TAMGA LLC
11691_part5,GURVAN TAMGA LLC
11692_part5,GURVAN TAMGA LLC
11693_part5,GURVAN TAMGA LLC
11694_part5,GURVAN TAMGA LLC
11695_part5,GURVAN TAMGA LLC
11696_part5,GURVAN TAMGA LLC
11697_part5,GURVAN TAMGA LLC
11698_part5,GURVAN TAMGA LLC
11699_part5,GURVAN TAMGA LLC
11700_part5,GURVAN TAMGA LLC
11701_part5,GURVAN TAMGA LLC
22262_part5,GUYANA INDUSTRIAL MINERAL GIMIN
22263_part5,GUYANA INDUSTRIAL MINERAL GIMIN
22264_part5,GUYANA INDUSTRIAL MINERAL GIMIN
22265_part5,GUYANA INDUSTRIAL MINERAL GIMIN
32769_part5,GUYANA MANGANESE INC.
31933_part5,GX TECHNOLOGY
31938_part5,GX TECHNOLOGY
5_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
198_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
199_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
200_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
201_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
202_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
203_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
204_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
407_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
692_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
882_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
883_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
1023_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2547_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2548_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2549_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2550_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2551_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2552_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2553_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2554_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2555_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2556_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
2557_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
4410_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
4411_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
4412_part5,HABIB SHAHAB TALC AND MARBLE EXTRACTION AND PROCESSING COMPANY
923_part5,HABIBULLAH MINING LTD
1065_part5,HADETH STONE LTD
205_part5,HAIDAR WARIS GHAZNAVI LIMITED
206_part5,HAIDAR WARIS GHAZNAVI LIMITED
207_part5,HAIDAR WARIS GHAZNAVI LIMITED
15009_part5,HAIYU MOZAMBIQUE MINING CO LDA
15010_part5,HAIYU MOZAMBIQUE MINING CO LDA
15011_part5,HAIYU MOZAMBIQUE MINING CO LDA
15012_part5,HAIYU MOZAMBIQUE MINING CO LDA
15013_part5,HAIYU MOZAMBIQUE MINING CO LDA
2558_part5,HAJI BABA LIMITED
2559_part5,HAJI BABA LIMITED
2560_part5,HAJI BABA LIMITED
2561_part5,HAJI BABA LIMITED
2562_part5,HAJI BABA LIMITED
2563_part5,HAJI BABA LIMITED
2564_part5,HAJI BABA LIMITED
2565_part5,HAJI BABA LIMITED
2566_part5,HAJI BABA LIMITED
2567_part5,HAJI BABA LIMITED
2568_part5,HAJI BABA LIMITED
2569_part5,HAJI BABA LIMITED
2570_part5,HAJI BABA LIMITED
2571_part5,HAJI BABA LIMITED
2572_part5,HAJI BABA LIMITED
2573_part5,HAJI BABA LIMITED
2574_part5,HAJI BABA LIMITED
2575_part5,HAJI BABA LIMITED
2576_part5,HAJI BABA LIMITED
2577_part5,HAJI BABA LIMITED
2578_part5,HAJI BABA LIMITED
2579_part5,HAJI BABA LIMITED
2580_part5,HAJI BABA LIMITED
2581_part5,HAJI BABA LIMITED
2582_part5,HAJI BABA LIMITED
2583_part5,HAJI BABA LIMITED
2584_part5,HAJI BABA LIMITED
2585_part5,HAJI BABA LIMITED
2586_part5,HAJI BABA LIMITED
2587_part5,HAJI BABA LIMITED
2588_part5,HAJI BABA LIMITED
2589_part5,HAJI BABA LIMITED
2590_part5,HAJI BABA LIMITED
2591_part5,HAJI BABA LIMITED
2592_part5,HAJI BABA LIMITED
2593_part5,HAJI BABA LIMITED
2594_part5,HAJI BABA LIMITED
2595_part5,HAJI BABA LIMITED
2596_part5,HAJI BABA LIMITED
2597_part5,HAJI BABA LIMITED
2598_part5,HAJI BABA LIMITED
2599_part5,HAJI BABA LIMITED
2600_part5,HAJI BABA LIMITED
2601_part5,HAJI BABA LIMITED
2602_part5,HAJI BABA LIMITED
2603_part5,HAJI BABA LIMITED
2604_part5,HAJI BABA LIMITED
2605_part5,HAJI BABA LIMITED
2606_part5,HAJI BABA LIMITED
2607_part5,HAJI BABA LIMITED
2608_part5,HAJI BABA LIMITED
2609_part5,HAJI BABA LIMITED
2610_part5,HAJI BABA LIMITED
2611_part5,HAJI BABA LIMITED
2612_part5,HAJI BABA LIMITED
2613_part5,HAJI BABA LIMITED
2614_part5,HAJI BABA LIMITED
2615_part5,HAJI BABA LIMITED
2616_part5,HAJI BABA LIMITED
2617_part5,HAJI BABA LIMITED
2618_part5,HAJI BABA LIMITED
2619_part5,HAJI BABA LIMITED
2620_part5,HAJI BABA LIMITED
2621_part5,HAJI BABA LIMITED
2622_part5,HAJI BABA LIMITED
2623_part5,HAJI BABA LIMITED
2624_part5,HAJI BABA LIMITED
2625_part5,HAJI BABA LIMITED
2626_part5,HAJI BABA LIMITED
2627_part5,HAJI BABA LIMITED
2628_part5,HAJI BABA LIMITED
2629_part5,HAJI BABA LIMITED
2630_part5,HAJI BABA LIMITED
2631_part5,HAJI BABA LIMITED
2632_part5,HAJI BABA LIMITED
2633_part5,HAJI BABA LIMITED
2634_part5,HAJI BABA LIMITED
2635_part5,HAJI BABA LIMITED
2636_part5,HAJI BABA LIMITED
2637_part5,HAJI BABA LIMITED
2638_part5,HAJI BABA LIMITED
2639_part5,HAJI BABA LIMITED
2640_part5,HAJI BABA LIMITED
2641_part5,HAJI BABA LIMITED
2642_part5,HAJI BABA LIMITED
2643_part5,HAJI BABA LIMITED
2644_part5,HAJI BABA LIMITED
2645_part5,HAJI BABA LIMITED
2646_part5,HAJI BABA LIMITED
881_part5,HAJI MALANG KHOGYANI MINING CO
2647_part5,HAJI MALANG KHOGYANI MINING CO
2648_part5,HAJI MALANG KHOGYANI MINING CO
2649_part5,HAJI MALANG KHOGYANI MINING CO
2650_part5,HAJI MALANG KHOGYANI MINING CO
2651_part5,HAJI MALANG KHOGYANI MINING CO
2652_part5,HAJI MALANG KHOGYANI MINING CO
2653_part5,HAJI MALANG KHOGYANI MINING CO
2654_part5,HAJI MALANG KHOGYANI MINING CO
2655_part5,HAJI MALANG KHOGYANI MINING CO
2656_part5,HAJI MALANG KHOGYANI MINING CO
2657_part5,HAJI MALANG KHOGYANI MINING CO
2658_part5,HAJI MALANG KHOGYANI MINING CO
2659_part5,HAJI MALANG KHOGYANI MINING CO
2660_part5,HAJI MALANG KHOGYANI MINING CO
2661_part5,HAJI MALANG KHOGYANI MINING CO
2662_part5,HAJI MALANG KHOGYANI MINING CO
2663_part5,HAJI MALANG KHOGYANI MINING CO
2664_part5,HAJI MALANG KHOGYANI MINING CO
2665_part5,HAJI MALANG KHOGYANI MINING CO
784_part5,HAJI MOHAMMAD ESHAN
894_part5,HAJI MOHAMMAD ESHAN
988_part5,HAJI MOHAMMAD ESHAN
994_part5,HAJI MOHAMMAD ESHAN
1024_part5,HAJI MOHAMMAD ESHAN
1030_part5,HAJI MOHAMMAD ESHAN
1060_part5,HAJI MOHAMMAD ESHAN
1096_part5,HAJI MOHAMMAD ESHAN
1123_part5,HAJI MOHAMMAD ESHAN
32142_part5,HAJI MOHAMMAD ESHAN
32143_part5,HAJI MOHAMMAD ESHAN
217_part5,HAJI NABI JAN LIMITED
218_part5,HAJI NABI JAN LIMITED
219_part5,HAJI NABI JAN LIMITED
220_part5,HAJI NABI JAN LIMITED
221_part5,HAJI NABI JAN LIMITED
222_part5,HAJI NABI JAN LIMITED
223_part5,HAJI NABI JAN LIMITED
2666_part5,HAJI NABI JAN LIMITED
2667_part5,HAJI NABI JAN LIMITED
2668_part5,HAJI NABI JAN LIMITED
2669_part5,HAJI NABI JAN LIMITED
2670_part5,HAJI NABI JAN LIMITED
2671_part5,HAJI NABI JAN LIMITED
2672_part5,HAJI NABI JAN LIMITED
2673_part5,HAJI NABI JAN LIMITED
2674_part5,HAJI NABI JAN LIMITED
2675_part5,HAJI NABI JAN LIMITED
2676_part5,HAJI NABI JAN LIMITED
2677_part5,HAJI NABI JAN LIMITED
2678_part5,HAJI NABI JAN LIMITED
2679_part5,HAJI NABI JAN LIMITED
2680_part5,HAJI NABI JAN LIMITED
2681_part5,HAJI NABI JAN LIMITED
2682_part5,HAJI NABI JAN LIMITED
2683_part5,HAJI NABI JAN LIMITED
2684_part5,HAJI NABI JAN LIMITED
2685_part5,HAJI NABI JAN LIMITED
2686_part5,HAJI NABI JAN LIMITED
2687_part5,HAJI NABI JAN LIMITED
2688_part5,HAJI NABI JAN LIMITED
2689_part5,HAJI NABI JAN LIMITED
2690_part5,HAJI NABI JAN LIMITED
2691_part5,HAJI NABI JAN LIMITED
2692_part5,HAJI NABI JAN LIMITED
2693_part5,HAJI NABI JAN LIMITED
2694_part5,HAJI NABI JAN LIMITED
2695_part5,HAJI NABI JAN LIMITED
2696_part5,HAJI NABI JAN LIMITED
2697_part5,HAJI NABI JAN LIMITED
2698_part5,HAJI NABI JAN LIMITED
2699_part5,HAJI NABI JAN LIMITED
2700_part5,HAJI NABI JAN LIMITED
2701_part5,HAJI NABI JAN LIMITED
2702_part5,HAJI NABI JAN LIMITED
2703_part5,HAJI NABI JAN LIMITED
2704_part5,HAJI NABI JAN LIMITED
2705_part5,HAJI NABI JAN LIMITED
2706_part5,HAJI NABI JAN LIMITED
2707_part5,HAJI NABI JAN LIMITED
2708_part5,HAJI NABI JAN LIMITED
2709_part5,HAJI NABI JAN LIMITED
2710_part5,HAJI NABI JAN LIMITED
2711_part5,HAJI NABI JAN LIMITED
2712_part5,HAJI NABI JAN LIMITED
2713_part5,HAJI NABI JAN LIMITED
2714_part5,HAJI NABI JAN LIMITED
2715_part5,HAJI NABI JAN LIMITED
2716_part5,HAJI NABI JAN LIMITED
2717_part5,HAJI NABI JAN LIMITED
2718_part5,HAJI NABI JAN LIMITED
2719_part5,HAJI NABI JAN LIMITED
2720_part5,HAJI NABI JAN LIMITED
2721_part5,HAJI NABI JAN LIMITED
2722_part5,HAJI NABI JAN LIMITED
2723_part5,HAJI NABI JAN LIMITED
2724_part5,HAJI NABI JAN LIMITED
2725_part5,HAJI NABI JAN LIMITED
2726_part5,HAJI NABI JAN LIMITED
2727_part5,HAJI NABI JAN LIMITED
2728_part5,HAJI NABI JAN LIMITED
2729_part5,HAJI NABI JAN LIMITED
2730_part5,HAJI NABI JAN LIMITED
2731_part5,HAJI NABI JAN LIMITED
2732_part5,HAJI NABI JAN LIMITED
2733_part5,HAJI NABI JAN LIMITED
2734_part5,HAJI NABI JAN LIMITED
2735_part5,HAJI NABI JAN LIMITED
2736_part5,HAJI NABI JAN LIMITED
2737_part5,HAJI NABI JAN LIMITED
2738_part5,HAJI NABI JAN LIMITED
2739_part5,HAJI NABI JAN LIMITED
2740_part5,HAJI NABI JAN LIMITED
2741_part5,HAJI NABI JAN LIMITED
2742_part5,HAJI NABI JAN LIMITED
2743_part5,HAJI NABI JAN LIMITED
2744_part5,HAJI NABI JAN LIMITED
2745_part5,HAJI NABI JAN LIMITED
2746_part5,HAJI NABI JAN LIMITED
2747_part5,HAJI NABI JAN LIMITED
2748_part5,HAJI NABI JAN LIMITED
224_part5,HAKEEM TAREEN LIMITED
225_part5,HAKEEM TAREEN LIMITED
226_part5,HAKEEM TAREEN LIMITED
227_part5,HAKEEM TAREEN LIMITED
228_part5,HAKEEM TAREEN LIMITED
229_part5,HAKEEM TAREEN LIMITED
230_part5,HAKEEM TAREEN LIMITED
231_part5,HAKEEM TAREEN LIMITED
2749_part5,HAKEEM TAREEN LIMITED
2750_part5,HAKEEM TAREEN LIMITED
2751_part5,HAKEEM TAREEN LIMITED
2752_part5,HAKEEM TAREEN LIMITED
2753_part5,HAKEEM TAREEN LIMITED
2754_part5,HAKEEM TAREEN LIMITED
2755_part5,HAKEEM TAREEN LIMITED
2756_part5,HAKEEM TAREEN LIMITED
2757_part5,HAKEEM TAREEN LIMITED
2758_part5,HAKEEM TAREEN LIMITED
2759_part5,HAKEEM TAREEN LIMITED
2760_part5,HAKEEM TAREEN LIMITED
2761_part5,HAKEEM TAREEN LIMITED
2762_part5,HAKEEM TAREEN LIMITED
2763_part5,HAKEEM TAREEN LIMITED
2764_part5,HAKEEM TAREEN LIMITED
782_part5,HAKIM JAN
796_part5,HAKIM JAN
797_part5,HAKIM JAN
798_part5,HAKIM JAN
799_part5,HAKIM JAN
1031_part5,HAKIM JAN
1087_part5,HAKIM JAN
1088_part5,HAKIM JAN
1100_part5,HAKIM JAN
2765_part5,HAKIM JAN
2766_part5,HAKIM JAN
2767_part5,HAKIM JAN
2768_part5,HAKIM JAN
2769_part5,HAKIM JAN
2770_part5,HAKIM JAN
2771_part5,HAKIM JAN
2772_part5,HAKIM JAN
2773_part5,HALEEM KHAN TAREEN LIMITED
2774_part5,HALEEM KHAN TAREEN LIMITED
2775_part5,HALEEM KHAN TAREEN LIMITED
2776_part5,HALEEM KHAN TAREEN LIMITED
4780_part5,HALLA CORPORATION
241_part5,HAMRAAZ LIMITED
242_part5,HAMRAAZ LIMITED
243_part5,HAMRAAZ LIMITED
28433_part5,HANSON LIMITED
28434_part5,HANSON LIMITED
28435_part5,HANSON LIMITED
28436_part5,HANSON LIMITED
28437_part5,HANSON LIMITED
28438_part5,HANSON LIMITED
28439_part5,HANSON LIMITED
28440_part5,HANSON LIMITED
28441_part5,HANSON LIMITED
28442_part5,HANSON LIMITED
28443_part5,HANSON LIMITED
28444_part5,HANSON LIMITED
28445_part5,HANSON LIMITED
28446_part5,HANSON LIMITED
28447_part5,HANSON LIMITED
28448_part5,HANSON LIMITED
28449_part5,HANSON LIMITED
26738_part5,HANSON UK GROUP
27368_part5,HANSON UK GROUP
27369_part5,HANSON UK GROUP
27370_part5,HANSON UK GROUP
27371_part5,HANSON UK GROUP
27372_part5,HANSON UK GROUP
27373_part5,HANSON UK GROUP
27374_part5,HANSON UK GROUP
27375_part5,HANSON UK GROUP
27376_part5,HANSON UK GROUP
27377_part5,HANSON UK GROUP
27378_part5,HANSON UK GROUP
27379_part5,HANSON UK GROUP
27380_part5,HANSON UK GROUP
27381_part5,HANSON UK GROUP
27382_part5,HANSON UK GROUP
27383_part5,HANSON UK GROUP
15144_part5,HARBOR STAR MINING COMPANY LIMITED
15145_part5,HARBOR STAR MINING COMPANY LIMITED
15146_part5,HARBOR STAR MINING COMPANY LIMITED
15611_part5,HARBOR STAR MINING COMPANY LIMITED
15612_part5,HARBOR STAR MINING COMPANY LIMITED
15718_part5,HARBOR STAR MINING COMPANY LIMITED
7945_part5,HARDROCK AGGREGATES INC.
7946_part5,HARDROCK AGGREGATES INC.
7947_part5,HARDROCK AGGREGATES INC.
7948_part5,HARDROCK AGGREGATES INC.
7949_part5,HARDROCK AGGREGATES INC.
7950_part5,HARDROCK AGGREGATES INC.
7951_part5,HARDROCK AGGREGATES INC.
7952_part5,HARDROCK AGGREGATES INC.
7953_part5,HARDROCK AGGREGATES INC.
7954_part5,HARDROCK AGGREGATES INC.
7955_part5,HARDROCK AGGREGATES INC.
7956_part5,HARDROCK AGGREGATES INC.
7957_part5,HARDROCK AGGREGATES INC.
7958_part5,HARDROCK AGGREGATES INC.
7959_part5,HARDROCK AGGREGATES INC.
7960_part5,HARDROCK AGGREGATES INC.
7961_part5,HARDROCK AGGREGATES INC.
7962_part5,HARDROCK AGGREGATES INC.
7963_part5,HARDROCK AGGREGATES INC.
7964_part5,HARDROCK AGGREGATES INC.
7965_part5,HARDROCK AGGREGATES INC.
7966_part5,HARDROCK AGGREGATES INC.
7967_part5,HARDROCK AGGREGATES INC.
32768_part5,HARPY INVESTMENTS
214_part5,HASHIMY GROUP
215_part5,HASHIMY GROUP
216_part5,HASHIMY GROUP
233_part5,HASHIMY GROUP
234_part5,HASHIMY GROUP
388_part5,HASHIMY GROUP
449_part5,HASHIMY GROUP
818_part5,HASHIMY GROUP
2777_part5,HASHIMY GROUP
2778_part5,HASHIMY GROUP
2779_part5,HASHIMY GROUP
2780_part5,HASHIMY GROUP
2781_part5,HASHIMY GROUP
2782_part5,HASHMAT WALI MANDOZAI LIMITED
2783_part5,HASHMAT WALI MANDOZAI LIMITED
2784_part5,HASHMAT WALI MANDOZAI LIMITED
2785_part5,HASHMAT WALI MANDOZAI LIMITED
252_part5,HASK ROKHAAN LIMITED
253_part5,HASK ROKHAAN LIMITED
254_part5,HASK ROKHAAN LIMITED
453_part5,HASSAN AQA
891_part5,HASSAN AQA
892_part5,HASSAN AQA
1094_part5,HASSAN AQA
1149_part5,HASSAN AQA
1150_part5,HASSAN AQA
2786_part5,HASSAN AQA
2787_part5,HASSAN AQA
2788_part5,HASSAN AQA
2789_part5,HASSAN AQA
2790_part5,HASSAN AQA
2791_part5,HASSAN AQA
31959_part5,HAWK STAR (GEM & JEWELLERY) CO.LTD
2792_part5,HAYAT HASSAN LIMITED
2793_part5,HAYAT HASSAN LIMITED
2794_part5,HAYAT HASSAN LIMITED
2795_part5,HAYAT HASSAN LIMITED
454_part5,HAYAT KHAN
990_part5,HAYAT KHAN
1152_part5,HAYAT KHAN
15147_part5,HEAY HEIN COMPANY LIMITED
15148_part5,HEAY HEIN COMPANY LIMITED
15356_part5,HEAY HEIN COMPANY LIMITED
15357_part5,HEAY HEIN COMPANY LIMITED
15613_part5,HEAY HEIN COMPANY LIMITED
29220_part5,HEC LANABREGAS
29221_part5,HEC LANABREGAS
29222_part5,HEC LANABREGAS
29223_part5,HEC LANABREGAS
30445_part5,HEC LANABREGAS
30456_part5,HEC LANABREGAS
30467_part5,HEC LANABREGAS
30478_part5,HEC LANABREGAS
30489_part5,HEC LANABREGAS
30500_part5,HEC LANABREGAS
964_part5,HEERAT ANSAR MINING CO
4517_part5,HEERAT ANSAR MINING CO
954_part5,HEERAT WEST MINING LTD
6112_part5,HEIDELBERGER SAND UND KIES GMBH
6113_part5,HEIDELBERGER SAND UND KIES GMBH
6150_part5,HEIDELBERGER SAND UND KIES GMBH
6151_part5,HEIDELBERGER SAND UND KIES GMBH
6189_part5,HEIDELBERGER SAND UND KIES GMBH
6190_part5,HEIDELBERGER SAND UND KIES GMBH
6227_part5,HEIDELBERGER SAND UND KIES GMBH
6228_part5,HEIDELBERGER SAND UND KIES GMBH
6229_part5,HEIDELBERGER SAND UND KIES GMBH
15904_part5,HEIN AUNG LIN HTET JADE CO. LTD
15905_part5,HEIN AUNG LIN HTET JADE CO. LTD
15906_part5,HEIN AUNG LIN HTET JADE CO. LTD
15907_part5,HEIN AUNG LIN HTET JADE CO. LTD
15908_part5,HEIN AUNG LIN HTET JADE CO. LTD
22051_part5,HELLENIC PETROLEUM SA
22123_part5,HELLENIC PETROLEUM SA
8415_part5,HEMLA
8416_part5,HEMLA
8417_part5,HEMLA
8418_part5,HEMLA
8419_part5,HEMLA
32431_part5,HEMLA
32437_part5,HEMLA
32443_part5,HEMLA
32449_part5,HEMLA
22301_part5,HENRY ALPHONSO
22302_part5,HENRY ALPHONSO
22303_part5,HENRY ALPHONSO
22304_part5,HENRY ALPHONSO
22305_part5,HENRY ALPHONSO
22306_part5,HENRY ALPHONSO
31960_part5,HERA CO.LTD (HEE YA GEMS)
867_part5,HERAT SHAIDA COPPER EXPLORATION PROJECT
29224_part5,HERBI
29225_part5,HERBI
29226_part5,HERBI
29227_part5,HERBI
29228_part5,HERBI
29229_part5,HERBI
29699_part5,HERBI
30042_part5,HERBI
30043_part5,HERBI
30044_part5,HERBI
30045_part5,HERBI
30046_part5,HERBI
30047_part5,HERBI
30048_part5,HERBI
22475_part5,HERMITAGE LIMESTONE LIMITED
22476_part5,HERMITAGE LIMESTONE LIMITED
22477_part5,HERMITAGE LIMESTONE LIMITED
22478_part5,HERMITAGE LIMESTONE LIMITED
22688_part5,HERMITAGE LIMESTONE LIMITED
22689_part5,HERMITAGE LIMESTONE LIMITED
22690_part5,HERMITAGE LIMESTONE LIMITED
32052_part5,HESS CORPORATION
6292_part5,HESS GHANA EXPLORATION LIMITED
6293_part5,HESS GHANA EXPLORATION LIMITED
6294_part5,HESS GHANA EXPLORATION LIMITED
6295_part5,HESS GHANA EXPLORATION LIMITED
6296_part5,HESS GHANA EXPLORATION LIMITED
6297_part5,HESS GHANA EXPLORATION LIMITED
6298_part5,HESS GHANA EXPLORATION LIMITED
6299_part5,HESS GHANA EXPLORATION LIMITED
6300_part5,HESS GHANA EXPLORATION LIMITED
6541_part5,HESS GHANA EXPLORATION LIMITED
6542_part5,HESS GHANA EXPLORATION LIMITED
6543_part5,HESS GHANA EXPLORATION LIMITED
6544_part5,HESS GHANA EXPLORATION LIMITED
6545_part5,HESS GHANA EXPLORATION LIMITED
6546_part5,HESS GHANA EXPLORATION LIMITED
6547_part5,HESS GHANA EXPLORATION LIMITED
6548_part5,HESS GHANA EXPLORATION LIMITED
6549_part5,HESS GHANA EXPLORATION LIMITED
26158_part5,HESS LTD
27500_part5,HESS LTD
28555_part5,HESS LTD
2796_part5,HEWAD BAGHLAN HOTAK LIMITED
2797_part5,HEWAD BAGHLAN HOTAK LIMITED
2798_part5,HEWAD BAGHLAN HOTAK LIMITED
2799_part5,HEWAD BAGHLAN HOTAK LIMITED
944_part5,HEWAD BROTHERS MINING CO
945_part5,HEWAD BROTHERS MINING CO
31873_part5,HEWAD BROTHERS MINING CO
28913_part5,HIDROALBANIA ENERGJI SHPK
28914_part5,HIDROALBANIA ENERGJI SHPK
28915_part5,HIDROALBANIA ENERGJI SHPK
30444_part5,HIDROALBANIA ENERGJI SHPK
30455_part5,HIDROALBANIA ENERGJI SHPK
30466_part5,HIDROALBANIA ENERGJI SHPK
30477_part5,HIDROALBANIA ENERGJI SHPK
30488_part5,HIDROALBANIA ENERGJI SHPK
30499_part5,HIDROALBANIA ENERGJI SHPK
32056_part5,HIDROALBANIA ENERGJI SHPK
